sgan,reportdate
S00221-11SW08B-S00215-11SW08B,20130425
S00221-11SW08B-S00215-11SW08B,20141106
S00221-11SW08B-S00215-11SW08B,20011008
S00221-11SW08B-S00215-11SW08B,20011201
S00218-11SW08B-S00223-11SW08B,19970611
S00218-11SW08B-S00223-11SW08B,20030306
S00218-11SW08B-S00223-11SW08B,19990322
S00217-11SW08B-S00214-11SW08B,19970612
S00214-11SW08B-S01370-11SW08B,20010415
S00241-11SW08B-S00222-11SW08B,20000509
S00241-11SW08B-S00222-11SW08B,20010702
S00222-11SW08B-S00217-11SW08B,20040218
S00222-11SW08B-S00217-11SW08B,20100710
S00223-11SW08B-S00221-11SW08B,20031210
S00223-11SW08B-S00221-11SW08B,20091102
S00223-11SW08B-S00221-11SW08B,20011206
S00223-11SW08B-S00221-11SW08B,20011203
S00223-11SW08B-S00221-11SW08B,20011213
S00223-11SW08B-S00221-11SW08B,20020219
S00223-11SW08B-S00221-11SW08B,20130102
S01455-11SW08B-S01453-11SW08B,20091116
S00066-11SW08B-S00088-11SW08B,20000520
S00066-11SW08B-S00088-11SW08B,20000626
S00066-11SW08B-S00088-11SW08B,20000625
S00066-11SW08B-S00088-11SW08B,20000629
S00066-11SW08B-S00088-11SW08B,20010901
S00171-11SW08B-S00123-11SW08B,20140614
S04008-11SW08D-S04010-11SW08D,20110609
S00141-11SW08D-S00160-11SW08D,20040506
S00141-11SW08D-S00160-11SW08D,20090529
S00141-11SW08D-S00160-11SW08D,20110812
S00141-11SW08D-S00143-11SW08D,19970903
S00141-11SW08D-S00143-11SW08D,19970902
S00141-11SW08D-S00143-11SW08D,20110204
S04007-11SW08D-S00127-11SW08D,19980601
S04007-11SW08D-S00127-11SW08D,20000330
S00139-11SW08D-S00112-11SW08D,20030317
S00139-11SW08D-S00112-11SW08D,19990106
S00139-11SW08D-S00112-11SW08D,19990114
S00105-11SW08D-S00141-11SW08D,19990112
S00105-11SW08D-S00141-11SW08D,20070916
S00105-11SW08D-S00141-11SW08D,20101001
S00105-11SW08D-S00141-11SW08D,20130701
S00172-11SW08D-S00199-11SW08D,20021009
S00172-11SW08D-S00199-11SW08D,19990130
S00143-11SW08D-S00172-11SW08D,20090424
S00098-11SW08D-S04265-11SW08D,20090911
S00732-11NW08D-S00731-11NW08D,20060918
S00727-11NW08D-S00726-11NW08D,20030926
S00727-11NW08D-S00726-11NW08D,20011005
S00571-11NW08D-S00567-11NW08D,19981130
S00171-11NW08D-S00170-11NW08D,20110418
S03102-11SW08C-S01004-11SW08C,20040817
S00824-11SW08C-S00823-11SW08C,20070416
S00826-11SW08C-S00795-11SW08C,20090710
S00841-11SW08C-S00826-11SW08C,20130430
S00624-11SW08C-S00643-11SW08C,20000721
S00098-11SW13B-S00070-11SW13A,20120201
S00765-11SW08C-S00771-11SW08C,20130827
S00067-11SW13A-S00064-11SW13A,20131230
S00762-11SW08C-S00807-11SW08D,20051113
S00423-11SW08C-S00406-11SW08C,20000829
S00423-11SW08C-S00406-11SW08C,20090728
S00423-11SW08C-S00406-11SW08C,20100329
S06321-11SW08C-S00945-11SW08C,19990327
S06321-11SW08C-S00945-11SW08C,20121110
S02879-11SW08C-S02881-11SW08C,20130621
S00145-11SW08B-S00148-11SW08B,20120315
S00259-11SW08B-S00241-11SW08B,19990703
S01809-11SW08B-S01342-11SW08B,20140701
S00161-11SW08D-S00156-11SW08D,20020122
S00297-11SW08D-S00203-11SW08D,20000625
S00297-11SW08D-S00203-11SW08D,19990825
S00297-11SW08D-S00203-11SW08D,20090111
S00259-11NW08D-S00272-11NW08D,20141208
S00298-11NW08D-S00253-11NW08D,20100909
S00584-11NW08B-S00205-11NW08B,20040213
S00477-11SW08C-S00481-11SW08C,20090907
S00452-11SW08C-S00423-11SW08C,20041006
S02986-11SW08C-S03977-11SW08D,19970725
S02986-11SW08C-S03977-11SW08D,19990203
S06186-11SW08C-S00602-11SW08C,20090206
S02986-11SW08C-S03978-11SW08D,20050713
S00088-11SW13B-S00087-11SW13B,20130624
S00593-11SW08D-S00678-11SW08D,20060106
S00161-11SW08B-S00155-11SW08B,20110628
S04069-11SW08D-S04071-11SW08D,20020720
S00259-11SW08B-S00260-11SW08B,20080306
S00240-11SW08B-S00206-11SW08B,19990218
S00283-11SW08D-S00286-11SW08D,20000406
S00274-11SW08D-S00283-11SW08D,19991122
S00286-11SW08D-S00289-11SW08D,20031021
S00286-11SW08D-S00289-11SW08D,20120105
S00262-11SW08D-S00286-11SW08D,19980715
S00289-11SW08D-S04067-11SW08D,20050212
S00289-11SW08D-S04067-11SW08D,20130204
S04067-11SW08D-S04069-11SW08D,20110330
S04067-11SW08D-S04069-11SW08D,20020509
S04067-11SW08D-S04069-11SW08D,20011024
S04067-11SW08D-S04069-11SW08D,20001221
S04067-11SW08D-S04069-11SW08D,20070611
S04067-11SW08D-S04069-11SW08D,20110318
S04067-11SW08D-S04069-11SW08D,20110609
S03677-11SW08D-S03676-11SW08D,20050720
S00058-11SW08D-S00060-11SW08D,20040726
S00058-11SW08D-S00060-11SW08D,20040724
S00058-11SW08D-S00060-11SW08D,19990811
S00058-11SW08D-S00060-11SW08D,20110412
S00055-11SW08D-S00058-11SW08D,19980904
S00040-11SW08D-S00259-11SW08B,19990713
S00040-11SW08D-S00259-11SW08B,19971207
S00040-11SW08D-S00259-11SW08B,19971208
S00040-11SW08D-S00259-11SW08B,20090905
S00040-11SW08D-S00259-11SW08B,20120627
S00040-11SW08D-S00259-11SW08B,20120802
S00066-11SW08D-S00068-11SW08D,20030804
S00061-11SW08D-S00059-11SW08D,20030915
S00071-11SW08D-S00065-11SW08D,20080426
S00093-11SW08D-S00071-11SW08D,19991111
S00040-11SW08D-S00082-11SW08D,19980110
S00158-11NW08B-S00156-11NW08B,20090914
S00205-11NW08B-S00158-11NW08B,20070206
S00205-11NW08B-S00158-11NW08B,20050212
S00205-11NW08B-S00158-11NW08B,20050530
S00205-11NW08B-S00158-11NW08B,20010330
S00205-11NW08B-S00158-11NW08B,20090316
S00205-11NW08B-S00158-11NW08B,20090519
S00205-11NW08B-S00158-11NW08B,20090604
S00697-11NW08D-S00298-11NW08D,20141115
S00697-11NW08D-S00698-11NW08D,19971119
S00697-11NW08D-S00698-11NW08D,20000215
S00514-11SW08D-S00517-11SW08D,20100522
S00510-11SW08D-S00514-11SW08D,20000508
S00332-11SW08D-S00334-11SW08D,20071020
S04092-11SW08D-S04093-11SW08D,20110618
S00335-11SW08D-S00491-11SW08D,20030414
S00335-11SW08D-S00491-11SW08D,20020504
S00335-11SW08D-S00491-11SW08D,20020805
S00335-11SW08D-S00491-11SW08D,20040802
S00491-11SW08D-S00522-11SW08D,20010603
S00491-11SW08D-S00522-11SW08D,20030618
S00491-11SW08D-S00522-11SW08D,20030619
S00491-11SW08D-S00522-11SW08D,20031211
S00491-11SW08D-S00522-11SW08D,20090606
S00491-11SW08D-S00522-11SW08D,20090606
S00350-11SW08D-S00349-11SW08D,20130905
S00353-11SW08D-S00350-11SW08D,20130323
S00103-11SW08D-S00093-11SW08D,20040610
S04202-11SW08D-S04256-11SW08D,20131112
S00309-11SW08D-S00312-11SW08D,20120718
S00309-11SW08D-S00303-11SW08D,20010904
S01319-11SW08B-S01321-11SW08B,20090722
S01367-11SW08B-S01369-11SW08B,20100105
S00073-11SW08D-S00025-11SW08D,20120704
S04198-11SW08D-S00263-11SW08B,19980622
S00164-11SW08D-S00171-11SW08D,20081113
S00176-11SW08D-S00306-11SW08D,20031014
S00176-11SW08D-S00306-11SW08D,20000824
S00176-11SW08D-S00306-11SW08D,20091223
S00176-11SW08D-S00306-11SW08D,20110422
S00347-11NW08D-S00345-11NW08D,20060624
S00363-11NW08D-S00347-11NW08D,20130928
S00375-11SW08D-S00367-11SW08D,20130418
S00469-11SW08D-S00465-11SW08D,20080118
S00469-11SW08D-S00465-11SW08D,20010919
S00469-11SW08D-S00465-11SW08D,20010105
S00348-11SW08D-S00379-11SW08D,20071201
S00333-11SW08D-S00338-11SW08D,20110408
S00483-11SW08D-S00489-11SW08D,20130226
S00456-11SW08D-S00451-11SW08D,20090114
S00456-11SW08D-S00451-11SW08D,20121010
S00591-11SW08D-S00585-11SW08D,20051221
S00591-11SW08D-S00585-11SW08D,20090321
S00591-11SW08D-S00585-11SW08D,20100406
S00595-11SW08D-S00661-11SW08D,20000812
S00595-11SW08D-S00661-11SW08D,19980901
S00608-11SW08D-S00611-11SW08D,19981223
S00104-11SW08D-S00164-11SW08D,20030316
S00104-11SW08D-S00164-11SW08D,20090426
S00171-11SW08D-S04211-11SW08D,20050719
S01295-11SW08B-S01294-11SW08B,20080428
S00535-11NW08B-S00251-11NW08B,20080924
S00535-11NW08B-S00251-11NW08B,20091214
S00535-11NW08B-S00251-11NW08B,20120521
S00535-11NW08B-S00251-11NW08B,20130709
S00415-11NW08D-S00430-11NW08D,20061012
S00035-11NW08D-S00038-11NW08D,20030501
S00031-11NW08D-S00324-11NW08B,20020806
S00304-11NW08B-S00535-11NW08B,20120326
S00391-11NW08D-S00387-11NW08D,20081023
S00395-11SW08D-S04164-11SW08D,20110927
S00409-11SW08D-S00397-11SW08D,20031015
S00123-11SW08D-S00351-11SW08D,20100309
S00011-11SW13B-S00008-11SW13B,20090706
S00020-11SW13B-S00045-11SW13B,20070629
S00017-11SW13B-S00019-11SW13B,20090924
S00016-11SW13B-S00017-11SW13B,20110905
S00018-11SW13B-S00015-11SW13B,20050114
S00018-11SW13B-S00015-11SW13B,20080524
S00018-11SW13B-S00015-11SW13B,20091203
S00018-11SW13B-S00015-11SW13B,20110903
S00511-11SW08D-S00531-11SW08D,20040317
S00427-11NW08D-S00419-11NW08D,20011027
S00391-11NW08D-S00694-11NW08D,20111007
S00295-11NW08B-S00292-11NW08B,20010913
S00299-11NW08B-S00295-11NW08B,20050830
S00299-11NW08B-S00295-11NW08B,19980806
S00269-11NW08B-S00270-11NW08B,20021103
S00269-11NW08B-S00270-11NW08B,20041025
S00321-11NW08B-S00303-11NW08B,19990323
S00321-11NW08B-S00303-11NW08B,19990321
S00522-11NW08D-S00524-11NW08D,20050521
S00523-11NW08D-S00520-11NW08D,20130826
S00520-11NW08D-S00517-11NW08D,20131017
S03683-11SW08D-S03686-11SW08D,20111218
S00504-11SW08D-S00505-11SW08D,19991228
S00544-11SW08D-S00540-11SW08D,20090819
S00529-11SW08D-S00544-11SW08D,20050707
S00505-11SW08D-S00462-11SW08D,20000304
S00505-11SW08D-S00462-11SW08D,20050630
S00505-11SW08D-S00462-11SW08D,20080415
S00537-11SW08D-S00599-11SW08D,20030402
S00537-11SW08D-S00599-11SW08D,20130308
S00537-11SW08D-S00599-11SW08D,20090714
S00842-11SW08D-S00860-11SW08D,20030627
S00842-11SW08D-S00860-11SW08D,20050917
S00901-11SW08D-S00898-11SW08D,20010826
S00901-11SW08D-S00898-11SW08D,20000524
S00903-11SW08D-S00901-11SW08D,20100824
S00832-11SW08D-S03848-11SW08D,20031213
S03968-11SW08D-S00812-11SW08D,19970820
S03968-11SW08D-S00812-11SW08D,20010403
S03968-11SW08D-S00812-11SW08D,20010424
S03968-11SW08D-S00812-11SW08D,20010704
S03968-11SW08D-S00812-11SW08D,20000903
S00812-11SW08D-S00832-11SW08D,20050723
S00812-11SW08D-S00832-11SW08D,19990721
S00812-11SW08D-S00832-11SW08D,20140210
S00291-11NW13B-S01009-11NW13B,20100818
S00046-11NW13D-S00040-11NW13D,20121009
S00586-11NW13B-S00585-11NW13B,20001214
S00318-11NW13D-S00317-11NW13D,20070730
S01833-11NW14A-S00689-11NW14A,20051118
S00306-11NW14A-S00315-11NW14A,20030218
S00306-11NW14A-S00315-11NW14A,19980221
S00306-11NW14A-S00315-11NW14A,20000308
S00306-11NW14A-S00315-11NW14A,19991111
S00306-11NW14A-S00315-11NW14A,20081125
S00315-11NW14A-S00325-11NW14A,20030328
S00298-11NW14A-S00306-11NW14A,20111021
S00294-11NW14A-S00298-11NW14A,20000422
S00294-11NW14A-S00298-11NW14A,20001217
S00495-11NW14A-S00499-11NW14A,20090909
S00483-11NW14A-S00486-11NW14A,20060524
S00483-11NW14A-S00486-11NW14A,20111126
S00448-11NW14A-S00449-11NW14A,20060113
S00432-11NW14A-S00435-11NW14A,20120711
S00645-11NW14A-S00670-11NW14A,20100326
S00645-11NW14A-S00670-11NW14A,20081001
S00645-11NW14A-S00670-11NW14A,20081027
S00645-11NW14A-S00670-11NW14A,20081208
S00645-11NW14A-S00670-11NW14A,20090524
S00645-11NW14A-S00670-11NW14A,20130924
S00199-11NW14C-S00207-11NW14C,20060221
S00190-11NW14C-S00199-11NW14C,20080107
S00348-11NW14A-S00379-11NW14A,20130219
S00499-11NW14A-S00529-11NW14A,20071028
S01015-11NW14C-S01016-11NW14C,20131119
S01013-11NW14C-S01015-11NW14C,20131207
S01013-11NW14C-S01015-11NW14C,20001019
S00195-11NW24A-S00185-11NW24A,20070410
S00195-11NW24A-S00185-11NW24A,20090904
S00195-11NW24A-S00185-11NW24A,20110227
S00195-11NW24A-S00185-11NW24A,20110617
S00195-11NW24A-S00185-11NW24A,20120520
S00195-11NW24A-S00185-11NW24A,20141023
S00229-11NW24C-S00228-11NW24C,20140121
S00161-11NW24A-S00223-11NW24C,20130927
S00123-11NW14C-S00126-11NW14C,20040924
S00387-11NW14A-S00382-11NW14A,20060527
S00384-11NW14A-S00398-11NW14A,20110519
S01132-11NW14A-S01133-11NW14A,20091013
S00365-11NW14A-S04260-11NW14A,20060404
S00365-11NW14A-S04260-11NW14A,19980828
S00729-11NW14A-S00384-11NW14A,19980924
S00729-11NW14A-S00384-11NW14A,19981117
S00729-11NW14A-S00384-11NW14A,19990503
S00729-11NW14A-S00384-11NW14A,20071208
S01169-11NW14A-S00382-11NW14A,20100906
S00677-11NW14A-S00679-11NW14A,20100421
S00954-11NW14C-S01124-11NW14C,20030724
S00954-11NW14C-S01124-11NW14C,20060921
S00954-11NW14C-S01124-11NW14C,20081220
S00954-11NW14C-S01124-11NW14C,20120305
S00380-11NW14A-S00379-11NW14A,20030306
S00159-11NW14A-S00152-11NW14A,20030604
S00133-11NW14A-S00152-11NW14A,20051220
S00133-11NW14A-S00152-11NW14A,20020212
S00133-11NW14A-S00152-11NW14A,20090119
S00133-11NW14A-S00152-11NW14A,20100730
S00133-11NW14A-S00152-11NW14A,20121107
S00138-11NW14A-S00148-11NW14A,19971116
S00138-11NW14A-S00148-11NW14A,20101105
S00148-11NW14A-S00150-11NW14A,20090406
S01062-11NW14C-S01068-11NW14C,20040205
S01056-11NW14C-S01055-11NW14C,20040731
S00340-11NW08D-S00282-11NW08D,20100220
S00340-11NW08D-S00282-11NW08D,20120608
S00062-11NW19C-S00063-11NW19C,20100724
S00515-11NW19A-S00511-11NW19A,20020510
S00707-11NW14A-S00708-11NW14A,20040611
S00270-11NW14A-S00275-11NW14A,20121226
S01175-11NW14A-S01174-11NW14A,20060425
S00092-11NW14C-S00109-11NW14C,20010507
S00091-11NW14C-S00084-11NW14C,19991108
S00297-11NW08D-S00304-11NW08D,20140408
S00305-11NW08D-S00255-11NW08D,20020222
S00669-11NW19A-S00671-11NW19A,20130620
S00140-11NW19C-S00139-11NW19C,20031013
S00140-11NW19C-S00139-11NW19C,20090810
S00142-11NW19C-S00144-11NW19C,20141119
S00149-11NW19C-S00121-11NW19C,20091127
S00166-11NW19C-S00167-11NW19C,20120304
S00142-11NW19C-S00146-11NW19C,20070913
S00147-11NW19C-S00145-11NW19C,20140828
S00661-11NW14A-S00637-11NW14A,20141212
S00661-11NW14A-S00662-11NW14A,20141025
S01034-11NW14A-S01036-11NW14A,19971008
S01034-11NW14A-S01036-11NW14A,19980730
S01034-11NW14A-S01036-11NW14A,19990210
S01034-11NW14A-S01036-11NW14A,20111226
S00056-11NW08D-S00032-11NW09C,20011225
S00192-11NW08D-S00189-11NW08D,20041103
S00192-11NW08D-S00189-11NW08D,20020112
S00192-11NW08D-S00189-11NW08D,20071117
S00178-11NW08D-S00121-11NW09C,20091230
S00453-11NW08D-S01179-11NW08D,20070822
S01179-11NW08D-S00449-11NW08D,20080114
S00444-15NW04A-S00438-15NW04A,20001031
S00452-15NW04A-S00454-15NW04A,20080228
S00452-15NW04A-S00454-15NW04A,20131107
S01341-11SW23D-S02513-11SW23D,19971118
S01341-11SW23D-S02513-11SW23D,20140327
S01341-11SW23D-S02513-11SW23D,20120424
S00192-11SW23D-S01358-11SW23D,20131209
S00192-11SW23D-S00189-11SW23D,20131107
S00096-11NW19C-S00101-11NW19C,20120729
S00095-11NW19C-S00098-11NW19C,20100427
S00554-11NW19A-S00126-11NW19C,20140822
S00119-11NW19C-S00553-11NW19A,20130508
S00069-11NW14A-S00068-11NW14A,20080307
S00069-11NW14A-S00068-11NW14A,20071201
S00069-11NW14A-S00068-11NW14A,20090422
S02313-11NW14C-S00200-11NW14C,20071101
S00184-11NW09A-S00191-11NW09A,20080711
S00184-11NW09A-S00191-11NW09A,20110902
S00184-11NW09A-S00191-11NW09A,20140902
S00159-11NW09A-S00182-11NW09A,20040810
S00159-11NW09A-S00182-11NW09A,20020108
S00159-11NW09A-S00182-11NW09A,20010517
S00159-11NW09A-S00182-11NW09A,20110806
S00159-11NW09A-S00182-11NW09A,20130102
S00159-11NW09A-S00182-11NW09A,20130221
S00159-11NW09A-S00182-11NW09A,20130316
S00159-11NW09A-S00182-11NW09A,20130328
S00156-11NW09A-S00159-11NW09A,20061004
S00182-11NW09A-S00181-11NW09A,20001023
S00182-11NW09A-S00181-11NW09A,20110513
S00132-11NW09C-S00133-11NW09C,20140410
S00127-11NW09C-S00130-11NW09C,20011112
S00036-15NW04A-S00037-15NW04A,20120209
S00005-11SW24C-S00013-11SW24C,20131111
S00244-11NW19C-S00088-11NW19C,20100926
S00492-11NW19A-S00493-11NW19A,19980306
S00492-11NW19A-S00493-11NW19A,19980117
S00492-11NW19A-S00493-11NW19A,19980404
S00492-11NW19A-S00493-11NW19A,19980629
S00492-11NW19A-S00493-11NW19A,19980704
S00501-11NW14C-S00502-11NW14C,20140828
S00236-11NW19A-S00244-11NW19A,20010521
S00502-11NW14C-S00497-11NW14C,20090923
S00128-11NW14C-S00112-11NW14C,19981023
S00208-11SW24C-S00212-11SW24C,20140415
S00208-11SW24C-S00212-11SW24C,20111114
S00249-11SW24C-S00270-11SW24C,20050912
S00252-11SW24C-S00260-11SW24C,20090530
S00238-11SW24C-S00235-11SW24C,20000131
S00221-11SW24C-S00219-11SW24C,20070706
S00219-11SW24C-S00217-11SW24C,20010806
S00224-11SW24C-S00239-11SW24C,20020220
S00224-11SW24C-S00239-11SW24C,20080702
S00217-11SW24C-S00216-11SW24C,20030718
S00217-11SW24C-S00216-11SW24C,20071123
S00161-11NW19A-S00162-11NW19A,20100327
S00440-11NW14C-S00439-11NW14C,20051028
S00441-11NW14C-S00469-11NW14C,20030404
S01380-11NW14A-S01350-11NW14A,20090819
S01381-11NW14A-S01351-11NW14A,20140528
S01475-11NW14A-S01472-11NW14A,20140519
S00745-11NW09C-S00792-11NW09C,20051002
S00745-11NW09C-S00792-11NW09C,19980402
S00745-11NW09C-S00792-11NW09C,20100103
S00745-11NW09C-S00792-11NW09C,20110927
S00745-11NW09C-S00792-11NW09C,20080821
S00745-11NW09C-S00792-11NW09C,20100928
S03239-11NW14A-S00811-11NW14A,20030724
S00015-11NW09C-S00018-11NW09C,20040805
S00015-11NW09C-S00018-11NW09C,20001013
S00015-11NW09C-S00018-11NW09C,20070917
S00015-11NW09C-S00018-11NW09C,20080609
S00023-11NW09C-S00024-11NW09C,20001204
S00023-11NW09C-S00024-11NW09C,20090312
S00023-11NW09C-S00024-11NW09C,20140603
S00023-11NW09C-S00024-11NW09C,20140822
S00150-11NW09C-S00143-11NW09C,20130807
S01641-11NW09C-S00153-11NW09C,20030224
S00173-11SW24C-S00179-11SW24C,20050308
S00173-11SW24C-S00179-11SW24C,20090306
S00179-11SW24C-S00181-11SW24C,20020402
S00147-11SW24C-S00148-11SW24C,20081218
S00236-11SW24C-S00229-11SW24C,19990111
S00610-11SW24C-S00608-11SW24C,20030416
S00610-11SW24C-S00608-11SW24C,20131223
S00611-11SW24C-S00610-11SW24C,20050604
S00611-11SW24C-S00610-11SW24C,20080117
S00611-11SW24C-S00613-11SW24C,20140611
S00613-11SW24C-S00612-11SW24C,20140209
S00613-11SW24C-S00612-11SW24C,20140320
S00301-11SW24C-S00300-11SW24C,20141008
S00292-11SW24C-S00283-11SW24C,20020522
S00249-11SW24C-S00238-11SW24C,20001218
S00288-11SW24C-S00282-11SW24C,20030506
S00288-11SW24C-S00282-11SW24C,20030519
S00282-11SW24C-S00277-11SW24C,20110120
S00277-11SW24C-S00267-11SW24C,20050307
S00277-11SW24C-S00267-11SW24C,20070911
S00531-11NW14C-S00530-11NW14C,20110512
S00550-11NW19A-S00552-11NW19A,20021221
S00380-11NW19A-S01460-11NW19A,20101123
S00087-11NW19A-S00133-11NW19A,20120602
S00811-11NW14A-S00283-11NW14A,20120813
S00283-11NW14A-S00322-11NW14A,20041215
S00283-11NW14A-S00322-11NW14A,20020806
S00283-11NW14A-S00322-11NW14A,20001223
S00283-11NW14A-S00322-11NW14A,20071017
S00283-11NW14A-S00322-11NW14A,20081221
S00283-11NW14A-S00322-11NW14A,20091108
S00283-11NW14A-S00322-11NW14A,20130428
S01333-11NW14A-S01387-11NW14A,20100729
S00567-11NW14A-S01076-11NW14A,20050301
S00567-11NW14A-S01076-11NW14A,20140806
S00225-11NW09A-S00226-11NW09A,20021211
S00011-11NW09C-S00203-11NW09A,20020313
S00011-11NW09C-S00203-11NW09A,20010624
S00011-11NW09C-S00203-11NW09A,20020711
S00202-11NW09A-S00185-11NW09A,20140219
S00472-11NW09C-S00443-11NW09C,20020316
S00472-11NW09C-S00443-11NW09C,20100527
S00532-11NW14C-S00514-11NW14C,20100731
S00220-11NW19A-S00539-11NW19A,20021207
S00220-11NW19A-S00539-11NW19A,20030706
S00220-11NW19A-S00539-11NW19A,19980221
S00220-11NW19A-S00539-11NW19A,19971106
S00220-11NW19A-S00539-11NW19A,20110307
S00220-11NW19A-S00219-11NW19A,20131106
S00201-11NW19A-S00200-11NW19A,20080101
S00159-11NW19A-S00150-11NW19A,20020607
S00159-11NW19A-S00150-11NW19A,20070512
S00159-11NW19A-S00150-11NW19A,20081020
S00563-11NW19A-S00590-11NW19A,20080531
S02856-11NW19A-S00567-11NW19A,20120308
S00197-11NW14A-S00812-11NW14A,20020913
S00197-11NW14A-S00812-11NW14A,20030226
S00197-11NW14A-S00812-11NW14A,20031101
S00197-11NW14A-S00812-11NW14A,20030609
S00197-11NW14A-S00812-11NW14A,20000908
S00197-11NW14A-S00812-11NW14A,20001031
S00197-11NW14A-S00812-11NW14A,20010115
S00197-11NW14A-S00812-11NW14A,20001113
S00197-11NW14A-S00812-11NW14A,19980309
S00197-11NW14A-S00812-11NW14A,19980716
S00197-11NW14A-S00812-11NW14A,19981103
S00197-11NW14A-S00812-11NW14A,19990108
S00197-11NW14A-S00812-11NW14A,20070519
S00197-11NW14A-S00812-11NW14A,20071223
S00197-11NW14A-S00812-11NW14A,20090908
S00197-11NW14A-S00812-11NW14A,20091011
S00197-11NW14A-S00812-11NW14A,20100116
S00197-11NW14A-S00812-11NW14A,20130530
S00197-11NW14A-S00812-11NW14A,20131115
S00200-11NW14A-S00197-11NW14A,20130929
S00200-11NW14A-S00202-11NW14A,20071112
S01241-11NW14A-S01218-11NW14A,20100704
S01389-11NW14A-S01361-11NW14A,20140129
S01389-11NW14A-S01361-11NW14A,20081206
S01491-11NW14A-S01492-11NW14A,20071029
S00138-11NW09C-S00136-11NW09C,20071114
S00138-11NW09C-S00136-11NW09C,20080802
S00283-11SW24C-S00275-11SW24C,20110607
S00154-11SW24C-S00151-11SW24C,20011228
S00154-11SW24C-S00151-11SW24C,20131108
S00618-11SW24C-S00617-11SW24C,20050116
S00233-11SW13B-S00231-11SW13B,20000804
S00236-11SW13B-S00237-11SW13B,19971216
S00236-11SW13B-S00237-11SW13B,20090820
S00230-11SW13B-S00236-11SW13B,20021015
S00230-11SW13B-S00236-11SW13B,20101221
S00253-11SW24C-S00244-11SW24C,20090425
S00321-11SW24C-S00320-11SW24C,20000731
S00194-11SW24C-S00250-11SW24C,20120813
S00194-11SW24C-S00250-11SW24C,20070927
S00250-11SW24C-S00265-11SW24C,20030121
S00232-11SW24C-S00226-11SW24C,20021023
S00085-11SW24C-S00047-11SW24C,20090610
S00085-11SW24C-S00047-11SW24C,20091112
S00554-11NW14C-S00552-11NW14C,20120317
S00013-11NW19A-S00687-11NW19A,20011122
S01160-11NW14C-S00218-11NW14C,20040504
S01160-11NW14C-S00218-11NW14C,20050718
S01160-11NW14C-S00218-11NW14C,20000308
S01160-11NW14C-S00218-11NW14C,20081219
S01160-11NW14C-S00218-11NW14C,20090609
S01160-11NW14C-S00218-11NW14C,20100816
S01160-11NW14C-S00218-11NW14C,20140701
S01160-11NW14C-S00218-11NW14C,20090808
S00572-11NW19A-S00570-11NW19A,20001113
S00569-11NW19A-S00572-11NW19A,20020803
S00165-11NW19A-S00164-11NW19A,20071211
S00097-11NW14A-S00102-11NW14A,20140725
S01245-11NW14A-S01226-11NW14A,20131209
S00070-11NW14A-S00075-11NW14A,20040408
S00444-11NW09C-S00445-11NW09C,20110103
S00444-11NW09C-S00445-11NW09C,20110923
S00149-11SW14A-S00151-11SW14A,20041005
S00151-11SW14A-S00154-11SW14A,20000911
S00151-11SW14A-S00154-11SW14A,20080830
S01435-11SW09C-S01761-11SW09C,20130607
S00111-11NW19A-S00120-11NW19A,20071113
S00111-11NW19A-S00120-11NW19A,20090127
S00179-11NW19A-S00175-11NW19A,20050119
S00179-11NW19A-S00175-11NW19A,20050715
S00179-11NW19A-S00175-11NW19A,20020110
S00179-11NW19A-S00175-11NW19A,20121019
S00179-11NW19A-S00175-11NW19A,20140908
S00179-11NW19A-S00175-11NW19A,20091123
S00492-11NW19A-S00319-11NW19A,20020404
S00492-11NW19A-S00319-11NW19A,19980331
S00767-11NW14A-S00768-11NW14A,20010323
S00079-11NW14A-S00061-11NW14A,20030224
S00079-11NW14A-S00061-11NW14A,20050225
S00079-11NW14A-S00061-11NW14A,20100610
S00051-11NW14A-S00070-11NW14A,20050223
S00051-11NW14A-S00070-11NW14A,19990127
S00274-11NW09C-S00272-11NW09C,19980402
S00274-11NW09C-S00272-11NW09C,19980522
S00349-11NW09C-S00358-11NW09C,20080423
S00502-11NW09C-S00482-11NW09C,20030609
S00479-11NW09C-S00483-11NW09C,20030512
S00479-11NW09C-S00448-11NW09C,20030101
S00479-11NW09C-S00448-11NW09C,20050224
S00096-11SW14A-S00097-11SW14A,20080729
S00186-11NW19A-S00187-11NW19A,20140828
S00168-11NW19A-S00186-11NW19A,20061102
S00185-11NW19A-S00183-11NW19A,20050727
S00185-11NW19A-S00183-11NW19A,20050912
S00185-11NW19A-S00183-11NW19A,20080601
S00531-11NW19A-S02702-11NW19A,19990713
S00396-11NW14C-S00399-11NW14C,20140403
S00496-11NW19A-S00495-11NW19A,20140116
S01418-11NW14A-S01202-11NW14A,20141006
S01418-11NW14A-S01202-11NW14A,20090109
S00568-11NW14A-S00564-11NW14A,20070227
S00568-11NW14A-S00564-11NW14A,20110916
S00763-11NW14A-S00568-11NW14A,20060609
S00762-11NW14A-S00763-11NW14A,20000608
S01105-11NW14A-S01106-11NW14A,19970815
S00775-11NW14A-S00776-11NW14A,20051028
S00604-11NW09C-S00745-11NW09C,20030511
S00706-11NW09C-S00761-11NW09C,20110403
S00177-11NW09A-S00178-11NW09A,20050430
S00116-11NW09A-S00115-11NW09A,20060721
S00098-11NW09A-S00088-11NW09A,20030312
