GID,SYM_NAME,SYM_SCALE,SYM_ANGLE,COMMENTS,TAG_VALUE,INCIDENT,JOB_NO,EVENT_DATE,DURATION,ASSET_CODE,CATEGORY,EVENT_TYPE,WS_GID,WS_Tolerance,FailYear,FinancialFailYear
11573612,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1448,2006-05-15,<= 3,WP029577,WATER, ,376694,1m,2006,2005
11573627,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1451,2006-05-17,<= 3,HY003075,WATER, ,349854,1m,2006,2005
11574062,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,322365,2006-05-19,,WV005471,WATER, ,337854,1m,2006,2005
11576012,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1488,2006-06-08,<= 3,WP016013,WATER, ,2797696,5m,2006,2005
11576015,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1491,2006-06-08,<= 3,WP015998,WATER, ,22485062,1m,2006,2005
11575255,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1479,2006-06-05,<= 3,WP020554,WATER, ,334683,1m,2006,2005
11576016,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1492,2006-06-07,<= 3,WP020554,WATER, ,334683,1m,2006,2005
11575259,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1480,2006-06-03,<= 3,WP026332,WATER, ,350612,1m,2006,2005
11562283,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1252,2006-01-21,<= 3,WP021200,WATER, ,335540,1m,2006,2005
11576011,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1487,2006-06-13,<= 3,WP001951,WATER, ,10079823,1m,2006,2005
11572707,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1444,2006-05-09,<= 3,WP008669,WATER, ,11065581,1m,2006,2005
11570093,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,315308,2006-04-09,,WN001424,WATER, ,10086088,1m,2006,2005
11574508,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,323348,2006-05-26,,WP006989,WATER, ,10137492,1m,2006,2005
11572528,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1442,2006-05-03,<= 3,WP015966,WATER, ,20462453,1m,2006,2005
11562510,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1262,2006-01-27,<= 3,WP029592,WATER, ,376726,1m,2006,2005
11574064,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,323229,2006-05-25,,WP031589,WATER, ,11543427,1m,2006,2005
11576010,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,324956,2006-06-03,,HY005463,WATER, ,13681584,1m,2006,2005
11562445,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,299759,2006-01-28,,HY002752,WATER, ,10093319,1m,2006,2005
11570716,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1411,2006-04-14,<= 3,WP004048,WATER, ,10092889,1m,2006,2005
11573634,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1452,2006-05-19,<= 3,WP029969,WATER, ,11329878,1m,2006,2005
11574067,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,323466,2006-05-29,,WP028442,WATER, ,357030,1m,2006,2005
11570075,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1400,2006-04-04,<= 3,WP021375,WATER, ,335757,2m,2006,2005
11567374,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1378,2006-03-21,<= 3,WP027064,WATER, ,351904,1m,2006,2005
11566984,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,309744,2006-03-15,,WP022604,WATER, ,337918,1m,2006,2005
11569489,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,309342,2006-03-14,,WP022587,WATER, ,23293882,1m,2006,2005
11570242,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,314080,2006-04-03,,WP017046,WATER, ,2819063,1m,2006,2005
11566821,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,307890,2006-03-06,,WP028671,WATER, ,357403,1m,2006,2005
11570718,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1422,2006-04-26,<= 3, ,WATER, ,11529750,1m,2006,2005
11567257,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,307889,2006-03-06,,WP032221,WATER, ,11560905,1m,2006,2005
11570243,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,314073,2006-04-03,,WP003832,WATER, ,10092127,1m,2006,2005
11576018,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,325997,2006-06-09,,WV003560,WATER, ,10102376,1m,2006,2005
11564528,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1304,2006-02-16,<= 3,WP010246,WATER, ,11533615,1m,2006,2005
11561598,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1230,2006-01-10,<= 3,WP009286,WATER, ,11095739,1m,2006,2005
11563079,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1274,2006-01-22,<= 3,WP027631,WATER, ,352804,1m,2006,2005
11565898,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,305129,2006-02-23,,WP009182,WATER, ,11093612,1m,2006,2005
11562618,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1267,2006-01-31,<= 3,WP021808,WATER, ,336478,1m,2006,2005
11563077,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,298537,2006-01-23,,WV005676,WATER, ,10147900,1m,2006,2005
11573628,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,322076,2006-05-18,,HY003031,WATER, ,335436,1m,2006,2005
11561480,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,295324,2006-01-06,,WP021850,WATER, ,336535,1m,2006,2005
11569570,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,309446,2006-03-14,,WP024022,WATER, ,21196065,1m,2006,2005
11564222,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1301,2006-02-04,<= 3,HY000760,WATER, ,10091269,1m,2006,2005
11564515,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,303269,2006-02-15,,WP020767,WATER, ,335035,1m,2006,2005
11570709,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,317611,2006-04-26,,HY005545,WATER, ,11346234,1m,2006,2005
11571692,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,314905,2006-04-06,,WP014355,WATER, ,2776854,1m,2006,2005
11565899,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,305148,2006-02-24,,WP022526,WATER, ,337762,1m,2006,2005
11562620,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,300427,2006-01-31,,WP021380,WATER, ,335762,1m,2006,2005
11570244,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1410,2006-04-04,> 3,WP005462,WATER, ,10099210,1m,2006,2005
11568818,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,314029,2006-04-03,<= 3,WP006293,WATER, ,10102549,1m,2006,2005
11563076,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1272,2006-01-23,<= 3,WP022594,WATER, ,13664678,1m,2006,2005
11572713,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1445,2006-05-12,<= 3,HY002308,WATER, ,2805171,1m,2006,2005
11566929,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1354,2006-03-15,<= 3,HY001220,WATER, ,10099049,1m,2006,2005
11567589,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1384,2006-03-24,<= 3,WP011731,WATER, ,11288636,1m,2006,2005
11570688,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1419,2006-04-13,<= 3,WP009303,WATER, ,11095759,1m,2006,2005
13497955,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1748,2006-01-22,<= 3,WP021394,WATER, ,13550429,1m,2006,2005
13497956,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1749,2006-01-19,<= 3,WP025701,WATER, ,349766,1m,2006,2005
13497957,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1750,2006-01-22,<= 3,HY002543,WATER, ,11264821,1m,2006,2005
13497958,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1751,2007-01-29,<= 3,WP009640,WATER, ,11120281,1m,2007,2006
13497959,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1752,2007-01-22,<= 3,WP027365,WATER, ,352430,1m,2007,2006
13497961,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1753,2007-01-29,<= 3,WP001335,WATER, ,10074764,1m,2007,2006
13497962,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1754,2007-01-26,<= 3,WP002711,WATER, ,10084587,1m,2007,2006
13497964,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1756,2007-01-31,<= 3,WP004252,WATER, ,10093799,2m,2007,2006
13497965,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1757,2007-02-01,<= 3,WP030667,WATER, ,11322234,1m,2007,2006
13497966,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1758,2007-01-24,<= 3,WP004720,WATER, ,10096335,1m,2007,2006
13497967,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1759,2007-01-18,<= 3,WP021736,WATER, ,336381,1m,2007,2006
13498008,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1763,2007-01-09,> 3,WP029752,WATER, ,378983,1m,2007,2006
11572525,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,320145,2006-05-09,,HY004194,WATER, ,337857,1m,2006,2005
11561601,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1231,2006-01-10,<= 3,WP020895,WATER, ,335184,1m,2006,2005
11574241,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1460,2006-05-28,<= 3,WP003400,WATER, ,10090591,1m,2006,2005
11567382,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,312089,2006-03-24,,WV002393,WATER, ,2804950,1m,2006,2005
11566993,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,311021,2006-03-17,,WP013520,WATER, ,2771158,1m,2006,2005
11570046,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,314519,2006-04-04,,HY000777,WATER, ,10091354,1m,2006,2005
11566867,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,306310,2006-03-01,,WP027959,WATER, ,21427277,1m,2006,2005
11566868,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,306366,2006-03-01,,WP008944,WATER, ,11081316,1m,2006,2005
11564181,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1300,2006-02-03,<= 3,WP016051,WATER, ,2797833,1m,2006,2005
11566177,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1338,2006-02-08,<= 3,WP022797,WATER, ,338272,1m,2006,2005
11573635,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1453,2006-05-14,<= 3,WP020534,WATER, ,21474955,1m,2006,2005
11576241,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1496,2006-06-15,<= 3,WP005747,WATER, ,10100982,1m,2006,2005
11562266,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,298892,2006-01-24,,WV004545,WATER, ,349942,1m,2006,2005
11570214,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1406,2006-04-13,<= 3,WP004554,WATER, ,10095761,1m,2006,2005
11562614,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1265,2006-01-01,<= 3,WP006108,WATER, ,21441102,1m,2006,2005
11570710,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,315315,2006-04-10,,WP009782,WATER, ,11126446,1m,2006,2005
11570206,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,315759,2006-04-12,,WP020543,WATER, ,334671,1m,2006,2005
11572500,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1435,2006-05-09,<= 3, ,WATER, ,11348987,1m,2006,2005
11567109,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,307875,2006-03-07,,HY003341,WATER, ,336382,1m,2006,2005
11565596,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1308,2006-02-10,<= 3,WP018480,WATER, ,13508777,1m,2006,2005
11570207,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,315826,2006-04-12,,WP009170,WATER, ,11093600,1m,2006,2005
11571700,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1429,2006-04-07,> 3,WP029516,WATER, ,359771,1m,2006,2005
11574564,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,323860,2006-05-30,,WP012851,WATER, ,2761412,1m,2006,2005
11576163,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,327371,2006-06-19,, ,WATER, ,11532020,1m,2006,2005
11561610,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,295821,2006-01-16,, ,WATER, ,11547003,1m,2006,2005
11569571,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,314541,2006-04-05,,WP010374,WATER, ,11146896,1m,2006,2005
11562343,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1253,2006-01-19,<= 3,WP021194,WATER, ,335533,1m,2006,2005
11574533,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,324138,2006-05-31,,WP015800,WATER, ,23649395,1m,2006,2005
11570455,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,316425,2006-04-18,,WP004953,WATER, ,10097218,1m,2006,2005
11573724,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,322384,2006-05-20,,WP027980,WATER, ,21276479,1m,2006,2005
13497578,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1745,2006-01-20,<= 3,WP028392,WATER, ,356930,1m,2006,2005
13497579,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1746,2006-01-18,<= 3,WP006388,WATER, ,23294720,1m,2006,2005
11567348,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1376,2006-03-24,<= 3, ,WATER, ,10095553,1m,2006,2005
11567396,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1381,2006-03-23,<= 3,HY002552,WATER, ,2797585,2m,2006,2005
11567340,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1375,2006-03-24,<= 3,WP006560,WATER, ,10116105,1m,2006,2005
11576081,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,327160,2006-06-16,<= 3,WP014542,WATER, ,2777685,1m,2006,2005
11565877,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,304404,2006-02-20,<= 3,WP021377,WATER, ,335759,1m,2006,2005
11562607,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,299731,2006-01-27,,WP008727,WATER, ,11065713,1m,2006,2005
11563871,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1294,2006-02-02,<= 3,WP010417,WATER, ,11146939,1m,2006,2005
11565912,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,302897,2006-02-11,,WP015818,WATER, ,2786569,1m,2006,2005
11563094,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,299846,2006-01-30,,WP022518,WATER, ,337751,1m,2006,2005
11565904,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1319,2006-02-27,<= 3,WP005007,WATER, ,10097370,1m,2006,2005
11573600,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,318597,2006-05-01,, ,WATER, ,13668737,5m,2006,2005
11574069,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,323226,2006-05-25,,HY001131,WATER, ,10097269,1m,2006,2005
11574426,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,322363,2006-05-20,,WV005469,WATER, ,351872,1m,2006,2005
11567395,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1380,2006-03-21,<= 3,WP026999,WATER, ,351794,1m,2006,2005
11566178,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1339,2006-02-27,<= 3,WP015731,WATER, ,2785865,1m,2006,2005
11564182,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,301499,2006-02-06,,HY000881,WATER, ,10092713,1m,2006,2005
11573630,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,322335,2006-05-19,,WP022556,WATER, ,337830,1m,2006,2005
11572709,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,321155,2006-05-12,, ,WATER, ,11029535,1m,2006,2005
11567106,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,310323,2006-03-21,,WP028669,WATER, ,24545892,1m,2006,2005
11562267,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,297694,2006-01-19,,HY001645,WATER, ,11266531,1m,2006,2005
11565939,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1327,2006-02-01,> 3,WP032292,WATER, ,22774256,1m,2006,2005
11572501,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1436,2006-05-01,<= 3,WP014188,WATER, ,2775458,1m,2006,2005
11570241,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,314012,2006-04-02,,WP004807,WATER, ,10096775,1m,2006,2005
11566870,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,309172,2006-03-10,,WP001307,WATER, ,10074285,1m,2006,2005
11570045,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,315295,2006-04-08,,WP010131,WATER, ,11139284,1m,2006,2005
11574594,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,323443,2006-05-26,, ,WATER, ,11348972,1m,2006,2005
11574063,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,322427,2006-05-22,, ,WATER, ,11348961,1m,2006,2005
11573629,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,322244,2006-05-19,,WP009875,WATER, ,11128708,1m,2006,2005
11561432,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,295472,2006-01-07,,WV005334,WATER, ,351579,1m,2006,2005
11561453,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1226,2006-01-08,> 3,WP026848,WATER, ,351549,1m,2006,2005
11570717,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,315310,2006-04-09,,WP021191,WATER, ,335530,1m,2006,2005
11561548,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1229,2006-01-08,<= 3,WP000924,WATER, ,10025981,1m,2006,2005
11561609,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1233,2006-01-10,<= 3,WP001449,WATER, ,10075732,1m,2006,2005
11561907,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1238,2006-01-20,<= 3, ,WATER, ,11539024,1m,2006,2005
11562070,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,298536,2006-01-23,,HY004049,WATER, ,21195989,1m,2006,2005
11562071,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,297542,2006-01-17,, ,WATER, ,330055,1m,2006,2005
11566127,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,300539,2006-02-01,,HY001655,WATER, ,11269869,5m,2006,2005
11562952,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1268,2006-01-17,<= 3,WP029062,WATER, ,358708,1m,2006,2005
11563833,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1290,2006-02-13,<= 3,WP001853,WATER, ,10078227,1m,2006,2005
11563852,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,302930,2006-02-13,,HY000263,WATER, ,10076119,1m,2006,2005
11563874,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1295,2006-02-02,<= 3,WJ000331,WATER, ,11562951,1m,2006,2005
11563883,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1296,2006-02-15,<= 3,WP021830,WATER, ,336504,2m,2006,2005
11564178,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,301502,2006-02-05,,WV003486,WATER, ,10092710,1m,2006,2005
11566882,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1343,2006-03-07,> 3,WP005675,WATER, ,10100822,1m,2006,2005
11566985,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1360,2006-03-17,<= 3,WP031494,WATER, ,11536831,1m,2006,2005
11567357,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1377,2006-03-24,<= 3,WP020483,WATER, ,334561,1m,2006,2005
11576014,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1490,2006-06-08,<= 3,WP013272,WATER, ,2769178,1m,2006,2005
11563071,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1271,2006-01-21,<= 3, ,WATER, ,11349033,1m,2006,2005
11574563,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1468,2006-05-31,<= 3,WP024205,WATER, ,341208,1m,2006,2005
11565900,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,305348,2006-02-24,,WP024004,WATER, ,340259,1m,2006,2005
11573619,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1449,2006-05-12,<= 3,WP013610,WATER, ,2771552,1m,2006,2005
11565903,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1318,2006-02-25,<= 3,WP004067,WATER, ,10092931,1m,2006,2005
11565936,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1322,2006-02-09,<= 3,WP013065,WATER, ,2762597,1m,2006,2005
11562271,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1250,2006-01-23,<= 3,WP021808,WATER, ,336478,1m,2006,2005
11565937,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1323,2006-02-08,<= 3,WP001607,WATER, ,10077004,1m,2006,2005
11565938,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1324,2006-02-08,<= 3,WP001587,WATER, ,10076814,1m,2006,2005
11565941,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,306026,2006-02-07,,WP015821,WATER, ,2786574,1m,2006,2005
11566893,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1345,2006-03-09,<= 3, ,WATER, ,11529763,1m,2006,2005
11566896,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,310301,2006-03-16,<= 3,WV004724,WATER, ,13637535,1m,2006,2005
11566920,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,309253,2006-03-10,,HY001792,WATER, ,349673,1m,2006,2005
11566923,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1350,2006-03-14,<= 3, ,WATER, ,10081510,10m,2006,2005
11566928,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1353,2006-03-14,<= 3,WP004444,WATER, ,10095466,1m,2006,2005
11566938,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1356,2006-03-14,<= 3,WP021206,WATER, ,335548,1m,2006,2005
11566969,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,309592,2006-03-15,<= 3,WP017553,WATER, ,2826010,1m,2006,2005
11566988,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,309680,2006-03-16,,WP031620,WATER, ,20497327,20m,2006,2005
11567105,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,310889,2006-03-21,<= 3,WP005632,WATER, ,10100705,1m,2006,2005
11570118,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1403,2006-04-12,<= 3,WP027644,WATER, ,353001,1m,2006,2005
11567107,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1365,2006-03-05,> 3,WP010295,WATER, ,11146816,1m,2006,2005
11567108,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,308045,2006-03-07,,WV000575,WATER, ,25119648,5m,2006,2005
11567111,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1366,2006-03-07,<= 3,WP001222,WATER, ,10072415,1m,2006,2005
11567383,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1379,2006-03-24,<= 3, ,WATER, ,10092286,1m,2006,2005
11568787,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,312867,2006-03-29,<= 3,WP023175,WATER, ,339014,1m,2006,2005
11562349,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1256,2006-01-13,<= 3,HY001620,WATER, ,2791503,1m,2006,2005
11568815,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1395,2006-03-28,<= 3,WP004694,WATER, ,10096235,1m,2006,2005
11571701,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1430,2006-04-26,<= 3, ,WATER, ,11529757,1m,2006,2005
11570103,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,315111,2006-04-06,,WP022388,WATER, ,337424,1m,2006,2005
11570237,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,315426,2006-04-10,<= 3,WP014485,WATER, ,2777475,1m,2006,2005
11570450,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,316853,2006-04-20,,HY000122,WATER, ,382903,1m,2006,2005
11570481,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,316124,2006-04-14,,WP026278,WATER, ,350502,1m,2006,2005
11570638,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1417,2006-04-23,<= 3, ,WATER, ,10092687,1m,2006,2005
11570929,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,318248,2006-04-28,,WP016367,WATER, ,2805064,1m,2006,2005
11571087,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1424,2006-04-22,<= 3,WP004814,WATER, ,10096787,1m,2006,2005
11571693,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,317793,2006-04-27,, ,WATER, ,11146847,1m,2006,2005
11574065,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,323540,2006-05-29,,WP005206,WATER, ,10098059,1m,2006,2005
11570689,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1420,2006-04-04,<= 3,WP008038,WATER, ,11021404,1m,2006,2005
11564179,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,301806,2006-02-06,,WP012944,WATER, ,2761890,1m,2006,2005
13501452,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,377979,2007-03-22,,WP008653,WATER, ,13665766,1m,2007,2006
13501453,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,378255,2007-03-23,,WP000966,WATER, ,10030783,1m,2007,2006
