GID,SYM_NAME,SYM_SCALE,SYM_ANGLE,COMMENTS,TAG_VALUE,INCIDENT,JOB_NO,EVENT_DATE,DURATION,ASSET_CODE,CATEGORY,EVENT_TYPE,WS_GID,WS_Tolerance,FailYear,FinancialFailYear
13643775,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,551633,2009-06-13,<=3,WP005805,WATER, ,10101110,1m,2009,2008
13643774,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,551642,2009-06-13,<=3,WP003537,WATER, ,10091092,1m,2009,2008
13643776,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,552394,2009-06-17,<=3,WP031146,WATER, ,11319620,1m,2009,2008
13643818,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,552342,2009-06-17,<=3,WP030853,WATER, ,11319066,1m,2009,2008
13643819,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,552898,2009-06-19,<=3,WP016356,WATER, ,2805041,1m,2009,2008
13643959,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,553912,2009-06-24,<=3, ,WATER, ,11538625,10m,2009,2008
13643965,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,553807,2009-06-24,<=3,WP009489,WATER, ,11114065,1m,2009,2008
13643958,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,553912,2009-06-24,<=3,HY000596,WATER, ,11538625,1m,2009,2008
13643964,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,554614,2009-06-26,<=3,WP022291,WATER, ,337194,1m,2009,2008
13643966,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,554245,2009-06-26,<=3,HY000581,WATER, ,10085540,1m,2009,2008
13644027,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,554348,2009-06-26,,HY004392,WATER, ,335678,1m,2009,2008
13644029,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,554856,2009-06-27,,WV005621,WATER, ,13648955,2m,2009,2008
13644143,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,553307,2009-06-23,<=3,WP026711,WATER, ,351334,1m,2009,2008
13644146,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,354401,2009-06-26,<=3,WP008403,WATER, ,11052980,1m,2009,2008
13644250,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,555284,2009-06-29,,WP035098,WATER, ,21269838,1m,2009,2008
13644252,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,554681,2009-06-15,,WV005866,WATER, ,11533621,1m,2009,2008
13644253,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,555290,2009-06-28,,WP031618,WATER, ,11544308,1m,2009,2008
13644390,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,550716,2009-06-10,,WP008656,WATER, ,11065557,1m,2009,2008
13645364,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,552570,2009-06-18,,HY006552,WATER, ,13644553,1m,2009,2008
13530128,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,450730,2008-03-20,<=3,WP005136,WATER, ,10097814,1m,2008,2007
13530134,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,450275,2008-03-17,<=3,WP021717,WATER, ,336349,1m,2008,2007
13530137,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,451163,2008-03-25,,WP005457,WATER, ,23294715,1m,2008,2007
13533641,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,450085,2008-03-17,,WP017075,WATER, ,2819123,5m,2008,2007
13533739,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,451047,2008-03-21,,WP009927,WATER, ,11128761,1m,2008,2007
13534071,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,452653,2008-03-29,,WP021849,WATER, ,336534,1m,2008,2007
13534105,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,452590,2008-03-28,<=3,WP020953,WATER, ,335260,1m,2008,2007
13534128,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,451731,2008-03-26,, ,WATER, ,11319943,1m,2008,2007
13534143,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,451731,2008-03-26,,WN003535,WATER, ,11319943,1m,2008,2007
13534159,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,448219,2008-03-07,<=3,WP002468,WATER, ,10083165,1m,2008,2007
13534323,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,454632,2008-04-08,,HY001767,WATER, ,2762427,1m,2008,2007
13534760,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,454131,2008-04-04,<=3,WP003969,WATER, ,10092597,1m,2008,2007
13534770,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,454121,2008-04-04,<=3,WP010173,WATER, ,11139330,1m,2008,2007
13521014,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,433120,2008-01-03,<=3,WP021007,WATER, ,335322,1m,2008,2007
13521984,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,434765,2008-01-11,,WP024006,WATER, ,13679830,1m,2008,2007
13522010,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,436990,2008-01-18,,WP009856,WATER, ,11128689,1m,2008,2007
13522017,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,437159,2008-01-21,,WP027647,WATER, ,353067,1m,2008,2007
13522193,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,438989,2008-01-30,,WP028437,WATER, ,357024,2m,2008,2007
11570936,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,318110,2006-04-27,, ,WATER, ,349698,1m,2006,2005
11566869,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,308895,2006-03-09,, ,WATER, ,11531881,1m,2006,2005
13642117,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,543177,2009-05-19,,WN000207,WATER, ,11212399,1m,2009,2008
13642125,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,545847,2009-05-27,,WN003435,WATER, ,13516203,1m,2009,2008
13642236,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,546666,2009-05-29,<=3,WP030760,WATER, ,23650447,1m,2009,2008
13642415,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,546933,2009-05-29,<=3,WP027202,WATER, ,352185,1m,2009,2008
13644251,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,550748,2009-06-10,,HY003978,WATER, ,339036,1m,2009,2008
13644572,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,553257,2009-06-22,, ,WATER, ,11139274,1m,2009,2008
13645366,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,552972,2009-06-21,,HY006553,WATER, ,358429,1m,2009,2008
11567623,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,312407,2006-03-27,,WP008200,WATER, ,11029603,1m,2006,2005
11574596,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,323257,2006-05-25,,WP027224,WATER, ,352221,1m,2006,2005
11566777,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,309050,2006-03-09,,WP021215,WATER, ,335560,1m,2006,2005
11561483,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,295730,2006-01-09,,WP011666,WATER, ,11278260,1m,2006,2005
11572708,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,321057,2006-05-12,,WP008392,WATER, ,11052798,1m,2006,2005
11570135,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1404,2006-04-12,<= 3,WV001205,WATER, ,10097275,1m,2006,2005
11562608,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,299538,2006-01-26,, ,WATER, ,11120303,1m,2006,2005
11567381,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,311767,2006-03-23,,HY004175,WATER, ,337750,1m,2006,2005
11561473,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,294460,2006-01-03,,WV001859,WATER, ,2777423,1m,2006,2005
13523494,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,433605,2008-01-07,<= 3,WP005155,WATER, ,10097870,1m,2008,2007
13523729,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,434218,2008-01-09,<=3,HY000875,WATER, ,10092597,1m,2008,2007
13523777,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,436108,2008-01-16,<=3,WP004457,WATER, ,10095496,1m,2008,2007
13524573,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,441841,2008-02-08,,WP004457,WATER, ,10095496,1m,2008,2007
13526012,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,443837,2008-02-18,,HY003004,WATER, ,334659,1m,2008,2007
13526013,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,443657,2008-02-18,,HY000968,WATER, ,10094456,1m,2008,2007
13526580,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,444569,2008-02-21,,WV004933,WATER, ,336383,1m,2008,2007
13526951,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,440152,2008-02-05,,WP023016,WATER, ,13634083,50m,2008,2007
13526966,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,443620,2008-02-20,<=3,WP035098,WATER, ,11539618,1m,2008,2007
13527107,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,440044,2008-02-03,,WP031367,WATER, ,354828,1m,2008,2007
13527330,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,446818,2008-03-01,<=3,WP011119,WATER, ,13675819,10m,2008,2007
13528143,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,446922,2008-03-02,> 3,WP029781,WATER, ,379602,1m,2008,2007
13529793,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,449784,2008-03-14,,HY002781,WATER, ,2803230,1m,2008,2007
13528170,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,447992,2008-03-06,<=3,WP023467,WATER, ,339418,1m,2008,2007
13529794,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,449715,2008-03-14,,WP024684,WATER, ,345437,1m,2008,2007
13498310,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,362366,2007-01-03,,HY000263,WATER, ,10076117,1m,2007,2006
13498506,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,367570,2007-02-05,,WP007251,WATER, ,10147768,1m,2007,2006
13498510,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,369472,2007-02-07,,WP020812,WATER, ,13509728,1m,2007,2006
13498514,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,370207,2007-02-12,,WP020811,WATER, ,335081,1m,2007,2006
13498518,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,370149,2007-02-11,,WP028671,WATER, ,357403,1m,2007,2006
13498521,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,369436,2007-02-08,,WP029561,WATER, ,360024,1m,2007,2006
13498525,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1800,2007-02-08,<= 3,WP013668,WATER, ,2771723,1m,2007,2006
13498529,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1805,2007-02-06,<= 3,WP015967,WATER, ,2797473,1m,2007,2006
13498532,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1808,2007-02-06,<= 3,WP014713,WATER, ,2778414,1m,2007,2006
13498975,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1813,2007-02-21,<= 3,WP011672,WATER, ,25119463,1m,2007,2006
13498980,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1815,2007-02-15,<= 3,WP021859,WATER, ,336544,5m,2007,2006
13499081,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,373120,2007-02-23,,HY005777,WATER, ,11576289,1m,2007,2006
13499084,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,372555,2007-02-21,,WP021378,WATER, ,335760,1m,2007,2006
13499108,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1833,2007-02-17,<= 3,WP008135,WATER, ,11029534,1m,2007,2006
13499113,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1835,2007-02-24,<= 3,WJ001827,WATER, ,10102347,1m,2007,2006
13499118,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,373867,2007-02-24,,HY000085,WATER, ,10042864,1m,2007,2006
13499979,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,374132,2007-03-01,<= 3,WJ000209,WATER, ,10061597,1m,2007,2006
13500030,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1848,2007-02-18,<= 3,WP001972,WATER, ,10079929,1m,2007,2006
13500739,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,367547,2007-02-05,,WP008219,WATER, ,11031623,1m,2007,2006
13500977,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1860,2007-03-12,<= 3,WP022693,WATER, ,338123,1m,2007,2006
13501150,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,376211,2007-03-10,,WP025566,WATER, ,21197297,1m,2007,2006
13501155,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1864,2007-03-01,<= 3,WP020858,WATER, ,335142,1m,2007,2006
13535616,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,458067,2008-04-26,,WP009299,WATER, ,11095755,1m,2008,2007
13535620,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,456776,2008-04-18,,WV006354,WATER, ,11572567,1m,2008,2007
13535682,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,457199,2008-04-21,<=3,WP016842,WATER, ,2817708,1m,2008,2007
13536155,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,458084,2008-04-27,,WV006348,WATER, ,11572535,1m,2008,2007
11565897,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,305012,2006-02-23,,WP029257,WATER, ,359265,1m,2006,2005
11574532,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1463,2006-05-31,<= 3,HY002717,WATER, ,2844558,1m,2006,2005
11566926,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1352,2006-03-14,<= 3,WP027961,WATER, ,21276608,1m,2006,2005
11562345,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1255,2006-01-17,<= 3,HY003301,WATER, ,336342,1m,2006,2005
11576150,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,326615,2006-06-14,<= 3,WP008935,WATER, ,11081307,1m,2006,2005
11563870,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,300501,2006-02-01,,WP004660,WATER, ,10096113,1m,2006,2005
11567140,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1367,2006-03-05,> 3,WP001491,WATER, ,10076051,1m,2006,2005
11574552,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1465,2006-05-11,<= 3,HY004872,WATER, ,2805154,1m,2006,2005
11566936,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,309493,2006-03-15,,HY000263,WATER, ,10076119,1m,2006,2005
11562511,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1262,2006-01-27,<= 3,WP029592,WATER, ,376726,1m,2006,2005
11565118,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1306,2006-02-09,<= 3,HY000282,WATER, ,10077030,1m,2006,2005
11562436,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1260,2006-01-27,<= 3,WP001301,WATER, ,10074194,1m,2006,2005
13536422,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,460290,2008-05-06,,WP014718,WATER, ,2778424,1m,2008,2007
13536914,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,461615,2008-05-12,,WP006295,WATER, ,10102559,1m,2008,2007
13537121,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,461616,2008-05-12,<=3,WP021850,WATER, ,336535,1m,2008,2007
13537478,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,462982,2008-05-19,,WP006615,WATER, ,22358771,1m,2008,2007
13537479,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,462948,2008-05-19,,WP010156,WATER, ,11139313,1m,2008,2007
13637372,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,522644,2009-02-23,<=3,WP037499,WATER, ,13637322,1m,2009,2008
13637391,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,524729,2009-02-25,<=3,WP032988,WATER, ,11573986,1m,2009,2008
13637433,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,522172,2009-02-21,,WP025205,WATER, ,348209,1m,2009,2008
13637436,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,522687,2009-02-24,,WV004370,WATER, ,350505,1m,2009,2008
13637440,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,525369,2009-02-26,<=3,WP029797,WATER, ,381265,1m,2009,2008
13637449,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,522199,2009-02-23,,HY004182,WATER, ,351905,1m,2009,2008
13637516,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,522090,2009-02-20,<=3,WP016511,WATER, ,2805379,1m,2009,2008
13637651,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,526416,2009-02-11,,WP037437,WATER, ,11512839,1m,2009,2008
13638248,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,527135,2009-03-10,,HY004241,WATER, ,338007,1m,2009,2008
13638251,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,526993,2009-03-08,,WP034474,WATER, ,13504261,1m,2009,2008
13638255,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,525645,2009-03-01,,WP008941,WATER, ,13656578,1m,2009,2008
11566919,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,309904,2006-03-16,,WV003337,WATER, ,10097411,1m,2006,2005
11568769,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1391,2006-03-31,<= 3,WP028370,WATER, ,356905,1m,2006,2005
11565913,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1321,2006-02-24,<= 3,WP002612,WATER, ,10084244,1m,2006,2005
11572502,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1438,2006-05-08,<= 3,WP021516,WATER, ,336002,1m,2006,2005
11567363,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,310680,2006-03-22,,WP015092,WATER, ,2782537,1m,2006,2005
11576013,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,326321,2006-06-10,> 3,WP003953,WATER, ,10092570,1m,2006,2005
13636096,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,513635,2009-01-21,<=3,WP007057,WATER, ,10146052,1m,2009,2008
13636305,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,514644,2009-01-25,<=3,WP022693,WATER, ,338123,1m,2009,2008
13636307,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,514585,2009-01-24,<=3,HY006218,WATER, ,13535669,1m,2009,2008
13636628,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,514842,2009-01-26,,HY001053,WATER, ,10096173,1m,2009,2008
13636631,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,514825,2009-01-27,,WP022511,WATER, ,337742,1m,2009,2008
13636635,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,515202,2009-01-29,,HY005139,WATER, ,11216554,1m,2009,2008
13637088,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,516566,2009-02-03,<=3,WV003017,WATER, ,10082501,1m,2009,2008
13637104,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,516383,2009-02-02,<=3,WP001966,WATER, ,10079917,1m,2009,2008
13637123,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,517016,2009-02-05,<=3,WP014713,WATER, ,2778414,1m,2009,2008
13637293,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,518462,2009-02-13,<=3,HY006457,WATER, ,11531972,1m,2009,2008
13637297,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,517687,2009-02-09,<=3,WP001610,WATER, ,10077009,1m,2009,2008
13637321,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,520606,2009-02-14,<=3,WP006340,WATER, ,10102669,1m,2009,2008
13637324,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,517635,2009-02-07,<=3,WP034727,WATER, ,23368159,1m,2009,2008
13526965,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,444964,2008-02-25,<=3,WP006450,WATER, ,10103183,1m,2008,2007
13499112,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,374079,2007-02-28,,WP006432,WATER, ,10103162,1m,2007,2006
21266577, ,0,0, , ,4,22721,2012-05-10,, ,WATER,Unplanned,355499,1m,2012,2011
21475966, ,0,0, , ,3,28129,2013-03-13,180, ,WATER,Unplanned,13642342,1m,2013,2012
21479979, ,0,0, , ,3,28482,2013-04-11,60, ,WATER,Unplanned,2844393,2m,2013,2012
21479980, ,0,0, , ,4,28483,2013-04-10,, ,WATER,Unplanned,10086707,1m,2013,2012
21479997, ,0,0, , ,4,28500,2013-04-04,110, ,WATER,Unplanned,337188,1m,2013,2012
21481839, ,0,0, , ,4,28602,2013-04-16,20, ,WATER,Unplanned,10017909,1m,2013,2012
21481840, ,0,0, , ,3,28603,2013-04-16,85, ,WATER,Unplanned,336589,1m,2013,2012
21481857, ,0,0, , ,4,28620,2013-04-16,18, ,WATER,Unplanned,350072,1m,2013,2012
21481877, ,0,0, , ,4,28640,2013-04-23,50, ,WATER,Unplanned,2824988,1m,2013,2012
21481899, ,0,0, , ,4,28660,2013-04-24,, ,WATER,Unplanned,10100754,1m,2013,2012
21481900, ,0,0, , ,4,28661,2013-04-22,, ,WATER,Unplanned,21435686,1m,2013,2012
21481901, ,0,0, , ,4,28662,2013-04-15,, ,WATER,Unplanned,10116115,1m,2013,2012
21481902, ,0,0, , ,4,28663,2013-04-15,36, ,WATER,Unplanned,2798384,1m,2013,2012
21482397, ,0,0, , ,4,28760,2013-04-30,20, ,WATER,Unplanned,10101906,1m,2013,2012
11563072,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,297237,2006-01-17,,HY005156,WATER, ,10147818,1m,2006,2005
11574597,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,323217,2006-05-25,, ,WATER, ,11348986,1m,2006,2005
11562072,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,296936,2006-01-18,,WP009284,WATER, ,11095737,1m,2006,2005
11562978,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1269,2006-01-25,<= 3,WP032293,WATER, ,22170920,1m,2006,2005
11562073,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1241,2006-01-18,<= 3,HY000280,WATER, ,10076974,1m,2006,2005
11563888,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1298,2006-02-04,> 3,WP003630,WATER, ,10091360,1m,2006,2005
13498044,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1773,2007-01-04,<= 3,WP013156,WATER, ,2764878,1m,2007,2006
13498057,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1777,2007-01-06,<= 3,WP006565,WATER, ,10116118,1m,2007,2006
13498065,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1780,2007-01-01,<= 3,WP001962,WATER, ,10079910,1m,2007,2006
13498143,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1783,2007-01-04,<= 3,WP021338,WATER, ,335715,1m,2007,2006
13498152,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,366398,2007-01-26,,WP008679,WATER, ,11065610,1m,2007,2006
13498157,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,365309,2007-01-18,,WP009310,WATER, ,11095766,1m,2007,2006
13498172,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,364986,2007-01-16,,WP034177,WATER, ,11518463,1m,2007,2006
13498177,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,364420,2007-01-15,,WP017075,WATER, ,2819123,5m,2007,2006
13501363,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1875,2007-03-20,<= 3,WP008200,WATER, ,11029603,1m,2007,2006
13501443,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,377314,2007-03-28,,WV001888,WATER, ,2771450,1m,2007,2006
21482658, ,0,0, , ,4,28900,2013-04-29,, ,WATER,Unplanned,338060,1m,2013,2012
21487297, ,0,0, , ,4,29280,2013-05-10,, ,WATER,Unplanned,356352,1m,2013,2012
21487298, ,0,0, , ,3,29281,2013-05-10,, ,WATER,Unplanned,11146943,1m,2013,2012
20436867, ,0,0, , ,3,12161,2011-01-24,180, ,WATER,Unplanned,11311305,1m,2011,2010
20454125, ,0,0, , ,4,14261,2011-01-15,90, ,WATER,Unplanned,13546269,1m,2011,2010
21277740, ,0,0, , ,3,23600,2012-06-22,68, ,WATER,Unplanned,10089762,1m,2012,2011
11567258,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,308686,2006-03-08,,WP017545,WATER, ,2825994,1m,2006,2005
11568811,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1394,2006-03-29,<= 3,WP004885,WATER, ,10096961,1m,2006,2005
11568900,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,310903,2006-03-21,, ,WATER, ,11529678,1m,2006,2005
11570452,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,316172,2006-04-18,,WP009013,WATER, ,21277879,1m,2006,2005
11570720,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1423,2006-04-27,<= 3,WP016367,WATER, ,2805064,1m,2006,2005
11573591,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1447,2006-05-14,<= 3,WP002659,WATER, ,10084376,1m,2006,2005
11574242,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,4,1460,2006-05-28,,HY000712,WATER, ,10090670,1m,2006,2005
11576160,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,327236,2006-06-16,,WP009573,WATER, ,11116205,1m,2006,2005
11575269,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,1482,2006-06-01,<= 3, ,WATER, ,11300563,1m,2006,2005
13501908,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,379821,2007-04-01,,WP004116,WATER, ,10093075,1m,2007,2006
13501912,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,381994,2007-04-14,,HY000304,WATER, ,10077667,1m,2007,2006
13501916,_WJUNC,6,0,"Symbol Name unknown, set to _wjunc", ,3,381961,2007-04-16,,WP023004,WATER, ,20497387,1m,2007,2006
