GID,PIPE_ID,PIPE_DIA,PIPE_TYPE,PIPE_MATRL,START_NODE,END_NODE,WAT_CATGRY,GEOMLENGTH,COMMENTS,ESTATE,DATE_MADE,CRITICALTY,OP_STATUS
13634072,487,50,,PVC,19846,19848,POTABLE,0.5,,326,1975-01-01,5,1
13634074,488,50,,PVC,19847,19849,POTABLE,0.5,,326,1975-01-01,5,1
13634077,490,100,,AC,19858,22105,POTABLE,6.015591,,326,1971-01-01,4,1
13634081,492,100,,AC,32947,19867,POTABLE,0.316723,,326,1971-01-01,4,1
13634083,493,100,,AC,19867,19866,POTABLE,0.452788,,326,1971-01-01,4,1
13634087,494,100,,PVC,19862,19863,POTABLE,0.716898,,326,1991-01-01,4,1
13634089,495,100,,PVC,19863,19864,POTABLE,0.463511,,326,1991-01-01,4,1
13634094,498,100,,PVC,19853,22106,POTABLE,2.229682,,326,1991-01-01,4,1
13634098,499,50,,PVC,19851,19850,POTABLE,158.0,,326,1980-01-01,5,1
13634102,500,50,,PVC,19868,19852,POTABLE,158.022949,,326,1987-01-01,5,1
13642812,502,200,,PVC,22889,22891,POTABLE,11.272444,,326,1981-01-01,4,1
13637754,503,100,,PVC,20354,20203,POTABLE,16.51945,,602,2008-11-10,4,1
13637756,504,100,,PVC,20203,20204,POTABLE,5.177071,,602,2008-11-10,4,1
13637758,505,100,,PVC,20204,20205,POTABLE,0.462561,,602,2008-11-10,4,1
13637760,506,100,,PVC,22090,34716,POTABLE,23.643119,,602,2008-11-10,4,1
13637762,507,100,,PVC,34716,20206,POTABLE,17.971958,,602,2008-11-10,4,1
13637763,508,100,,DICL,20206,20205,POTABLE,16.500021,,602,2008-11-10,4,1
13638926,510,100,,PVC,32729,20363,POTABLE,5.685698,,600,2009-02-02,4,1
13638928,511,100,,PVC,20363,20364,POTABLE,0.776371,,600,2009-02-02,4,1
13638931,512,100,,PVC,20364,20365,POTABLE,29.233105,,600,2009-02-02,4,1
13638933,513,100,,PVC,20365,20360,POTABLE,64.077109,,600,2009-02-02,4,1
13638935,514,100,,PVC,20360,20359,POTABLE,0.380076,,600,2009-02-02,4,1
13638937,515,100,,DICL,20359,20358,POTABLE,18.918828,,600,2009-02-02,4,1
13638939,516,100,,PVC,20360,20362,POTABLE,27.416187,,600,2009-02-02,4,1
13638941,517,100,,PVC,20362,20366,POTABLE,26.260017,,600,2009-02-02,4,1
13638943,518,100,,PVC,20366,43084,POTABLE,7.736338,,600,2009-02-02,4,1
13638945,519,100,,PVC,20358,20357,POTABLE,110.218389,,600,2009-02-02,4,1
13639834,891,100,,PVC,20177,20178,POTABLE,20.237626,,615,2009-04-14,4,1
13639836,892,100,,PVC,20176,20179,POTABLE,54.367063,,615,2009-04-14,4,1
13639838,893,100,,PVC,20179,20180,POTABLE,121.68183,,615,2009-04-14,4,1
13639842,895,100,,PVC,20181,20182,POTABLE,2.26599,,615,2009-04-14,4,1
13639844,896,100,,PVC,20182,20183,POTABLE,7.179521,,615,2009-04-14,4,1
13639846,897,100,,PVC,20183,20195,POTABLE,88.790567,,615,2009-04-14,4,1
13639848,898,100,,PVC,20195,32960,POTABLE,0.53485,,615,2009-04-14,4,1
13639852,900,100,,PVC,20185,32960,POTABLE,2.343091,,615,2009-04-14,4,1
13639854,901,100,,PVC,22438,20186,POTABLE,81.62423,,615,2009-04-14,4,1
13640009,902,100,,PVC,20186,20184,POTABLE,124.441414,,615,2009-04-14,4,1
13640012,903,100,,PVC,20187,20188,POTABLE,0.53476,,615,2009-04-14,4,1
13640014,904,100,,PVC,20188,20189,POTABLE,0.764204,,615,2009-04-14,4,1
13640017,905,150,,PVC,20190,20191,POTABLE,0.386376,,615,2009-04-14,4,1
13640018,906,100,,PVC,20187,20190,POTABLE,40.734322,,615,2009-04-14,4,1
13640051,908,100,,AC,33067,13713,POTABLE,33.639381,,326,1962-01-01,4,1
13640054,909,150,,PVC,34715,20201,POTABLE,17.963601,,493,2009-04-14,4,1
13640057,911,150,,PVC,20201,33067,POTABLE,1.136446,,493,2009-04-14,4,1
13640060,912,150,,PVC,20199,34714,POTABLE,32.182049,,493,2009-04-14,4,1
13640063,914,150,,PVC,20196,34715,POTABLE,76.944822,,493,2009-04-14,4,1
13640068,916,100,,AC,47436,47435,POTABLE,43.893106,,326,1962-01-01,4,2
13640074,918,150,,PVC,20199,20198,POTABLE,0.562531,,493,2009-04-14,4,1
13640077,919,100,,PVC,20198,20200,POTABLE,0.426027,,493,2009-04-14,4,1
13637750,920,63,,PE,33075,20355,POTABLE,16.042195,,602,2008-11-10,5,1
13638102,922,150,,PVC,22249,22247,POTABLE,4.704592,,603,2008-10-29,4,1
13638105,923,63,,PE,34845,22251,POTABLE,18.508497,,603,2008-10-29,5,1
13639756,26,100,,DICL,21632,21640,POTABLE,10.801371,,549,2009-03-29,4,1
13639760,27,100,,PVC,33225,21627,POTABLE,72.405714,,549,2009-03-29,4,1
13639761,28,100,,PVC,21627,21632,POTABLE,24.547214,,549,2009-03-29,4,1
11576171,30,100,,PVC,22620,3149,RECYCLEDB,8.19617,,321,2006-03-01,4,1
11576173,31,100,,PVC,3149,1671,RECYCLEDB,22.674616,,321,2006-03-01,4,1
11576175,32,100,,PVC,1671,402,RECYCLEDB,1.999935,,321,2006-03-01,4,1
11576182,33,100,,PVC,22626,1672,RECYCLEDB,46.042454,,321,2006-03-01,4,1
11576184,34,100,,PVC,1672,3150,RECYCLEDB,120.235919,,321,2006-03-01,4,1
10124616,36,100,,UNKN,3158,3160,RECYCLEDB,59.581416,,326,2002-01-01,4,1
10082877,37,100,,UNKN,3160,1479,RECYCLEDB,37.560267,,326,2002-01-01,4,1
10082879,38,100,,UNKN,1479,1480,RECYCLEDB,71.153075,,326,2002-01-01,4,1
11141014,39,100,,PVC,2788,2955,RECYCLEDB,121.903024,,326,2002-01-01,4,1
11141016,40,100,,PVC,2955,1903,RECYCLEDB,9.424834,,326,2002-01-01,4,1
11141018,41,100,,PVC,1903,2956,RECYCLEDB,32.115045,,326,2002-01-01,4,1
11141020,42,100,,PVC,2956,2957,RECYCLEDB,6.633092,,326,2002-01-01,4,1
11141023,43,100,,PVC,2957,2958,RECYCLEDB,63.35301,,326,2002-01-01,4,1
11141025,44,100,,PVC,2958,2959,RECYCLEDB,7.257474,,326,2002-01-01,4,1
11141035,45,100,,PVC,2959,2960,RECYCLEDB,17.995418,,326,2002-01-01,4,1
11141038,46,100,,PVC,2958,55,RECYCLEDB,117.582753,,326,2002-01-01,4,1
11140771,47,100,,DICL,2775,2976,RECYCLEDB,6.263116,,326,2002-01-01,4,1
11140749,48,100,,DICL,1914,2972,RECYCLEDB,13.983411,,326,2002-01-01,4,1
11140775,49,100,,PVC,1916,23649,RECYCLEDB,22.456342,,326,2002-01-01,4,1
11140745,52,100,,DICL,2971,1222,RECYCLEDB,66.958949,,326,2002-01-01,4,1
11140747,53,100,,DICL,1222,2972,RECYCLEDB,17.318681,,326,2002-01-01,4,1
11140751,54,100,,DICL,43891,2973,RECYCLEDB,45.014657,,326,2002-01-01,4,1
11140753,55,100,,DICL,2973,43890,RECYCLEDB,31.360466,,326,2002-01-01,4,1
11140760,58,100,,DICL,2975,1219,RECYCLEDB,177.457191,,326,2002-01-01,4,1
13638947,520,100,,PVC,20357,20356,POTABLE,30.822191,,600,2009-02-02,4,1
13640360,523,100,,PE,20370,24757,RECYCLEDC,1.9194,,616,2009-03-17,4,1
13640362,524,100,,PE,20367,20368,RECYCLEDC,66.065902,,616,2009-03-17,4,1
13640364,525,100,,PE,20368,20369,RECYCLEDC,27.651758,,616,2009-03-17,4,1
13640366,526,100,,PE,20369,33076,RECYCLEDC,143.703583,,616,2009-03-17,4,1
13640370,528,100,,PE,20371,20372,RECYCLEDC,139.999893,,616,2009-03-17,4,1
13640372,529,100,,PE,20372,20373,RECYCLEDC,149.999828,,616,2009-03-17,4,1
13640374,530,100,,PE,20373,20374,RECYCLEDC,58.798559,,616,2009-03-17,4,1
13640377,531,100,,PE,20374,20375,RECYCLEDC,28.008202,,616,2009-03-17,4,1
11142273,532,100,,PVC,2127,43889,RECYCLEDB,58.407672,,326,2002-01-01,4,1
11142274,533,100,,PVC,43889,23640,RECYCLEDB,56.229705,,326,2002-01-01,4,1
11142259,534,100,,PVC,31118,2953,RECYCLEDB,3.174209,,326,2002-01-01,4,1
11142261,535,100,,PVC,43888,31118,RECYCLEDB,3.441505,,326,2002-01-01,4,1
11142278,537,100,,PVC,23640,393,RECYCLEDB,18.55874,,326,2002-01-01,4,1
11142279,538,100,,PVC,393,2952,RECYCLEDB,11.910426,,326,2002-01-01,4,1
11227062,539,100,,DICL,1712,370,RECYCLEDB,2.000004,,326,2002-01-01,4,1
11268055,540,100,,PVC,2121,1709,RECYCLEDB,55.074057,,326,2002-01-01,4,1
11268036,541,100,,PVC,33631,2794,RECYCLEDB,1.378211,,326,2002-01-01,4,1
11268039,542,100,,PVC,2795,2796,RECYCLEDB,4.901791,,326,2002-01-01,4,1
11268041,543,100,,PVC,2796,2797,RECYCLEDB,8.581591,,326,2002-01-01,4,1
11268043,544,100,,PVC,2797,33647,RECYCLEDB,94.039829,,326,2002-01-01,4,1
11268045,545,100,,PVC,33647,2947,RECYCLEDB,13.520786,,326,2002-01-01,4,1
11268047,546,100,,PVC,2947,2948,RECYCLEDB,11.590133,,326,2002-01-01,4,1
11004613,924,50,,CU,12606,26903,POTABLE,49.453421,,326,1984-01-01,5,1
11004629,925,50,,CU,12609,26420,POTABLE,55.986237,,326,1984-01-01,5,1
10061820,926,50,,PVC,29640,30659,POTABLE,45.514845,,326,1988-01-01,5,1
10086390,928,50,,PE,13093,31925,POTABLE,80.762958,,326,2002-01-01,5,1
10088850,929,50,,PVC,34437,31825,POTABLE,1.200018,,326,2002-01-01,5,1
10089772,930,50,,PVC,34436,32753,POTABLE,1.100522,,326,2002-01-01,5,1
2776969,931,50,,PE,5789,15410,POTABLE,0.886011,,326,1991-01-01,5,1
2776971,932,50,,PE,5789,23470,POTABLE,103.614246,,326,1991-01-01,5,1
2776972,933,50,,PE,23470,9338,POTABLE,2.618143,,326,1991-01-01,5,1
2776980,934,50,,PVC,15413,5687,POTABLE,1.593894,,326,1971-01-01,5,1
10122508,935,50,,PE,10604,4864,POTABLE,1.30001,,326,2002-01-01,5,1
11140764,59,100,,DICL,1917,1239,RECYCLEDB,13.657147,,326,2002-01-01,4,1
11140769,61,100,,DICL,23641,2976,RECYCLEDB,35.06567,,326,2002-01-01,4,1
11140773,62,100,,PVC,2775,23649,RECYCLEDB,1.399716,,326,2002-01-01,4,1
10082450,63,150,,DICL,384,1481,RECYCLEDC,7.458199,,326,2000-01-01,4,1
13633587,64,100,,PVC,21321,21320,POTABLE,6.108915,,548,2008-11-14,4,1
13633589,65,100,,DICL,21320,21322,POTABLE,16.503837,,548,2008-11-14,4,1
13633593,67,100,,DICL,21313,21314,POTABLE,16.299329,,548,2008-11-14,4,1
13633595,68,100,,PVC,21313,33219,POTABLE,18.908147,,548,2008-11-14,4,1
13633597,69,100,,PVC,33219,21312,POTABLE,56.97809,,548,2008-11-14,4,1
13633599,70,100,,PVC,21312,21310,POTABLE,30.311769,,548,2008-11-14,4,1
13633600,71,100,,PVC,21310,21308,POTABLE,6.075425,,548,2008-11-14,4,1
13635003,73,63,,PE,3123,21338,POTABLE,121.613483,,326,2006-01-01,5,1
13634646,74,50,,CU,21139,21304,POTABLE,0.788153,-MASTER,326,1991-01-01,5,1
13635005,75,63,,PE,28451,30639,POTABLE,150.444734,,326,2006-01-01,5,1
13635007,76,63,,PE,30639,21347,POTABLE,40.371074,,326,2006-01-01,5,1
13635009,77,63,,PE,21347,21346,POTABLE,130.430211,,326,2006-01-01,5,1
13635011,78,63,,PE,21346,21345,POTABLE,58.543953,,326,2006-01-01,5,1
13635037,79,50,,AC,21341,21343,POTABLE,207.046966,,326,1975-01-01,5,1
13635040,80,50,,AC,21343,21344,POTABLE,155.0,,326,1975-01-01,5,1
13635044,81,50,,AC,21344,3123,POTABLE,159.397381,,326,1975-01-01,5,1
13635060,82,50,,AC,45265,21342,POTABLE,105.089199,,326,1975-01-01,5,1
13635064,83,50,,AC,21342,21340,POTABLE,199.40433,,326,1975-01-01,5,1
13635067,84,50,,AC,21340,21341,POTABLE,187.904274,,326,1975-01-01,5,1
11268049,547,100,,PVC,2948,2949,RECYCLEDB,2.764297,,326,2002-01-01,4,1
11268051,548,100,,PVC,2949,2120,RECYCLEDB,17.924791,,326,2002-01-01,4,1
11268053,549,100,,PVC,2120,2121,RECYCLEDB,11.282048,,326,2002-01-01,4,1
11268058,550,100,,PVC,23651,2950,RECYCLEDB,5.688219,,326,2002-01-01,4,1
11268061,551,100,,PVC,2568,2951,RECYCLEDB,5.086929,,326,2002-01-01,4,1
11282924,552,100,,PVC,2980,2780,RECYCLEDB,0.954981,,326,2002-01-01,4,1
381321,553,100,,AC,2992,561,RECYCLEDB,3.783837,,326,1976-01-01,4,1
11282963,556,100,,AC,2991,43648,RECYCLEDB,73.489706,,326,1976-01-01,4,1
11282969,559,100,,AC,2993,2990,RECYCLEDB,1.850634,,326,1976-01-01,4,1
11282970,560,100,,AC,2993,562,RECYCLEDB,0.893225,,326,1976-01-01,4,1
11284045,561,100,,AC,31119,258,RECYCLEDB,71.795901,,326,1974-01-01,4,1
11284055,562,100,,AC,27421,1221,RECYCLEDB,92.714214,,326,1974-01-01,4,1
11055817,563,100,,PVC,232,233,RECYCLEDB,15.978589,,326,2002-01-01,4,1
11055820,564,100,,PVC,218,234,RECYCLEDB,7.973869,,326,2002-01-01,4,1
11055826,566,100,,PVC,235,2103,RECYCLEDB,1.826522,,326,2002-01-01,4,1
13634107,568,50,,PVC,19848,19869,POTABLE,83.459069,,326,1991-01-01,5,1
13634108,569,50,,PVC,19849,19870,POTABLE,83.830603,,326,1991-01-01,5,1
13634124,570,50,,PVC,19871,19872,POTABLE,89.993222,,326,1991-01-01,5,1
13634126,571,50,,PVC,19872,19873,POTABLE,173.059442,,326,1991-01-01,5,1
13634128,572,50,,PVC,19873,19874,POTABLE,132.106462,,326,1980-01-01,5,1
13634130,573,50,,PVC,19874,19875,POTABLE,10.388959,,326,1991-01-01,5,1
13634134,575,50,,PVC,19876,19877,POTABLE,70.245782,,326,1991-01-01,5,1
13634136,576,50,,PVC,19877,19878,POTABLE,127.98063,,326,1991-01-01,5,1
13634139,577,50,,PVC,20051,19879,POTABLE,198.28801,,326,1991-01-01,5,1
13634141,578,50,,PVC,19878,19882,POTABLE,91.198517,,326,1991-01-01,5,1
13634143,579,50,,PVC,19882,19881,POTABLE,113.5,,326,1991-01-01,5,1
10225478,936,50,,CU,12605,29260,POTABLE,43.352207,,326,1984-01-01,5,2
11140780,937,100,,PVC,1916,34732,RECYCLEDB,44.771001,,326,2002-01-01,4,1
11140788,939,100,,PVC,1915,2969,RECYCLEDB,189.685719,,326,2002-01-01,4,1
11140790,940,100,,PVC,2969,2970,RECYCLEDB,61.126871,,326,2002-01-01,4,1
11140815,941,100,,PVC,2776,1913,RECYCLEDB,234.948255,,326,2002-01-01,4,1
11140821,942,100,,PVC,2962,2963,RECYCLEDB,22.833187,,326,2002-01-01,4,1
11140824,943,100,,PVC,2963,2964,RECYCLEDB,153.93877,,326,2002-01-01,4,1
11140827,944,100,,PVC,2964,2122,RECYCLEDB,154.18801,,326,2002-01-01,4,1
11140805,945,100,,PVC,2970,2899,RECYCLEDB,208.939925,,326,2002-01-01,4,1
11140809,946,100,,PVC,2899,2961,RECYCLEDB,209.772163,,326,2002-01-01,4,1
11140811,947,100,,PVC,43887,2961,RECYCLEDB,1.965652,,326,2002-01-01,4,1
11140813,948,100,,PVC,2961,2776,RECYCLEDB,5.562927,,326,2002-01-01,4,1
11140817,949,100,,PVC,1913,2118,RECYCLEDB,15.526334,,326,2002-01-01,4,1
11140819,950,100,,PVC,2118,2962,RECYCLEDB,12.940869,,326,2002-01-01,4,1
11141037,951,100,,PVC,2960,43886,RECYCLEDB,32.917823,,326,2002-01-01,4,1
10147249,952,80,,PVC,2780,33208,RECYCLEDB,223.106958,,326,2002-01-01,5,1
11140854,953,80,,PVC,31270,2966,RECYCLEDB,97.582923,,326,1982-01-01,5,1
11140855,954,80,,PVC,2966,2123,RECYCLEDB,149.859572,,326,1982-01-01,5,1
11140858,956,80,,PVC,2124,2967,RECYCLEDB,106.4697,,326,1982-01-01,5,1
11140861,958,80,,PVC,31852,2125,RECYCLEDB,24.884234,,326,1982-01-01,5,1
11140865,960,80,,PVC,2126,2968,RECYCLEDB,70.84268,,326,1982-01-01,5,1
11268086,962,100,,PVC,2965,2787,RECYCLEDB,12.74297,,326,2002-01-01,4,1
11055770,963,100,,PVC,33186,31629,RECYCLEDB,49.887876,,326,2002-01-01,4,1
11055842,964,100,,PVC,238,2951,RECYCLEDB,303.883126,,326,2002-01-01,4,1
11055818,965,100,,PVC,2795,233,RECYCLEDB,103.919767,,326,2002-01-01,4,1
20503238,42900,100,,PVC,45406,45405,POTABLE,28.340265,,906,2011-10-17,4,1
20503239,42899,100,,PVC,45405,45404,POTABLE,85.939643,,906,2011-10-17,4,1
20503240,42898,100,,PVC,45404,45403,POTABLE,15.907002,,906,2011-10-17,4,1
13635210,97,100,,AC,21523,14541,POTABLE,1.248835,,326,1901-01-01,4,1
13639766,99,100,,PVC,32885,21458,POTABLE,9.129396,,549,2009-03-29,4,1
13639767,100,100,,PVC,21458,33225,POTABLE,5.473303,,549,2009-03-29,4,1
13639770,101,100,,PVC,21453,21454,POTABLE,6.676725,,549,2009-03-29,4,1
13639772,102,100,,PVC,21454,21455,POTABLE,6.459734,,549,2009-03-29,4,1
13639774,103,100,,PVC,21455,32884,POTABLE,7.704002,,549,2009-03-29,4,1
13639776,104,100,,PVC,32884,21634,POTABLE,72.656944,,549,2009-03-29,4,1
13639777,105,100,,PVC,21634,21635,POTABLE,24.40418,,549,2009-03-29,4,1
13639778,106,100,,PVC,21461,21456,POTABLE,67.523422,,549,2009-03-29,4,1
13639780,107,100,,DICL,21456,21457,POTABLE,11.00122,,549,2009-03-29,4,1
13639781,108,100,,PVC,21457,21453,POTABLE,69.109021,,549,2009-03-29,4,1
13639783,109,100,,DICL,21453,21452,POTABLE,16.501744,,549,2009-03-29,4,1
13639785,110,100,,PVC,21452,21451,POTABLE,25.847063,,549,2009-03-29,4,1
13640207,111,225,,PVC,21628,21641,POTABLE,0.89998,,549,2009-03-29,3,1
13640208,112,100,,PVC,21307,21451,POTABLE,4.13346,,549,2009-03-29,4,1
13552217,113,100,,PVC,21642,21643,POTABLE,51.870407,,573,2008-06-19,4,1
13552219,114,100,,DICL,21643,33233,POTABLE,7.257475,,573,2008-06-19,4,1
13552223,116,100,,PVC,21644,21650,POTABLE,19.28884,,573,2008-06-19,4,1
13552227,117,100,,PVC,21657,21659,POTABLE,34.189496,,573,2008-06-19,4,1
13552231,119,100,,DICL,21655,21654,POTABLE,8.754992,,573,2008-06-19,4,1
13552234,120,100,,PVC,21654,21652,POTABLE,52.866116,,573,2008-06-19,4,1
13634145,580,50,,PVC,19879,19883,POTABLE,91.329706,,326,1991-01-01,5,1
13634147,581,50,,PVC,19883,19880,POTABLE,113.5,,326,1991-01-01,5,1
13634149,582,50,,PVC,19881,19884,POTABLE,114.063555,,326,1991-01-01,5,1
13634151,583,50,,PVC,19884,20049,POTABLE,91.948089,,326,1991-01-01,5,1
13634153,584,50,,PVC,19880,19885,POTABLE,114.154963,,326,1991-01-01,5,1
13634155,585,50,,PVC,19885,20050,POTABLE,91.933638,,326,1991-01-01,5,1
13634282,586,50,,PVC,20049,20055,POTABLE,122.006914,,326,1991-01-01,5,1
13634284,587,50,,PVC,20055,20053,POTABLE,69.227447,,326,1991-01-01,5,1
13634286,588,50,,PVC,20050,20054,POTABLE,121.876425,,326,1991-01-01,5,1
13634288,589,50,,PVC,20054,20052,POTABLE,69.024869,,326,1991-01-01,5,1
13634290,590,50,,PVC,20053,20059,POTABLE,121.988882,,326,1991-01-01,5,1
13634294,592,50,,PVC,20059,20057,POTABLE,127.31734,,326,1991-01-01,5,1
13634296,593,50,,PVC,20058,20056,POTABLE,127.441222,-MASTER,326,1986-01-01,5,1
13634297,594,50,,PVC,20057,19851,POTABLE,96.327777,,326,1986-01-01,5,1
13634298,595,50,,PVC,20056,19868,POTABLE,96.408685,-SLAVE_AT_START_TO_GID=13634296,326,1991-01-01,5,1
13551094,597,150,,PVC,20066,20063,POTABLE,1.643689,-MASTER,561,2008-08-06,4,1
13551096,598,150,,PVC,20060,20063,POTABLE,5.285838,-SLAVE_AT_END_TO_GID=13551094,561,2008-08-06,4,1
13551098,599,150,,PVC,20060,20061,POTABLE,4.805611,,561,2008-08-06,4,1
13640395,601,100,,PE,20377,20378,RECYCLEDC,132.374819,,616,2009-03-17,4,1
13640397,602,100,,PE,20378,20379,RECYCLEDC,115.957486,,616,2009-03-17,4,1
13640398,603,100,,PE,20376,20377,RECYCLEDC,47.607394,,616,2009-03-17,4,1
13640404,604,100,,PE,20380,20381,RECYCLEDC,117.990503,,616,2009-03-17,4,1
11055811,966,100,,PVC,229,2561,RECYCLEDB,132.770177,,326,2002-01-01,4,1
11055778,967,100,,PVC,2774,222,RECYCLEDB,49.349137,,326,2002-01-01,4,1
11055788,968,100,,PVC,2794,33210,RECYCLEDB,55.356523,,326,2002-01-01,4,1
11055774,970,100,,PVC,2109,221,RECYCLEDB,54.235516,,326,2002-01-01,4,1
11055760,971,100,,PVC,218,31115,RECYCLEDB,9.877385,,326,2002-01-01,4,1
13638107,972,63,,PE,22251,22250,POTABLE,12.005879,,603,2008-10-29,5,1
13638109,973,63,,PE,22250,33149,POTABLE,4.647396,,603,2008-10-29,5,1
13638111,974,100,,PVC,33149,22252,POTABLE,86.439707,,603,2008-10-29,4,1
13638113,975,100,,DICL,22252,22253,POTABLE,15.585718,,603,2008-10-29,4,1
13638114,976,100,,PVC,22253,22254,POTABLE,0.414397,,603,2008-10-29,4,1
13638184,977,100,,AC,22408,22255,POTABLE,5.800807,,326,1985-01-01,4,1
13638186,978,100,,AC,22255,22256,POTABLE,0.5,,326,1985-01-01,4,1
13638191,979,100,,CI,22257,22411,POTABLE,1.0,,326,1969-01-01,4,1
13638193,980,250,,CI,22409,22412,POTABLE,28.242272,-SLAVE_AT_START_TO_GID=358197,326,1976-01-01,3,1
13638339,981,100,,AC,22414,650,POTABLE,5.499484,,326,2009-03-17,4,1
13638343,982,100,,PVC,22413,22415,POTABLE,33.457626,,611,2009-03-17,4,1
13638344,983,100,,PVC,22415,22414,POTABLE,6.173067,,611,2009-03-17,4,1
13638848,984,150,,AC,8206,22416,POTABLE,0.799576,,326,1976-01-01,4,1
13638849,985,300,,AC,35024,22416,POTABLE,12.99792,,326,1976-01-01,2,1
13638913,986,300,,AC,17155,22417,POTABLE,512.898099,-MASTER,326,1957-01-01,2,1
13638915,987,100,,AC,33667,22418,POTABLE,93.889277,,326,1976-01-01,4,1
13638918,989,100,,CICL,22419,17156,POTABLE,16.43094,,326,1969-01-01,4,1
13639011,992,100,,PVC,26513,22422,POTABLE,180.718038,,326,1970-01-01,4,2
13639144,993,100,,AC,32774,34854,POTABLE,11.791815,,326,1980-01-01,4,1
13639146,994,100,,CU,34854,22426,POTABLE,1.242522,,326,1980-01-01,4,1
13552236,121,100,,PVC,21652,21653,POTABLE,0.600016,,573,2008-06-19,4,1
13552238,122,100,,PVC,21653,21651,POTABLE,0.5,,573,2008-06-19,4,1
13552241,124,100,,DICL,21651,21645,POTABLE,9.145029,,573,2008-06-19,4,1
13552243,125,100,,PVC,21645,21646,POTABLE,10.064693,,573,2008-06-19,4,1
13552245,126,100,,PVC,21646,21649,POTABLE,13.964344,,573,2008-06-19,4,1
13552249,128,100,,PVC,21656,21657,POTABLE,85.53616,,573,2008-06-19,4,1
13552328,129,100,,AC,15552,21648,POTABLE,68.08325,,326,1972-01-01,4,1
13642345,131,200,,CI,21848,11249,POTABLE,86.312879,,326,1965-01-01,4,1
10082452,132,150,,PVC,1481,1482,RECYCLEDC,31.511316,,326,2000-01-01,4,1
11055707,134,150,,PVC,2790,56,RECYCLEDB,234.86036,,326,2002-01-01,4,1
11055709,135,150,,PVC,2790,57,RECYCLEDB,501.070719,,326,2002-01-01,4,1
11055713,137,150,,PVC,2791,58,RECYCLEDB,20.343532,,326,2002-01-01,4,1
11055715,138,150,,PVC,58,59,RECYCLEDB,271.602301,,326,2002-01-01,4,1
11055719,139,150,,PVC,59,60,RECYCLEDB,36.772721,,326,2002-01-01,4,1
11284056,140,100,,AC,2990,1221,RECYCLEDB,99.999729,,326,1974-01-01,4,1
11288760,141,100,,PVC,3181,2777,RECYCLEDB,111.646061,,326,2002-01-01,4,1
11520165,142,100,,PVC,2321,2772,RECYCLEDB,2.187406,,326,2005-06-30,4,1
11520170,143,100,,PVC,1929,2321,RECYCLEDB,29.410748,,326,2005-06-30,4,1
11520172,144,100,,PVC,1929,3199,RECYCLEDB,104.859099,,326,2005-06-30,4,1
11520174,145,100,,PVC,3199,3200,RECYCLEDB,54.972987,,326,2005-06-30,4,1
11520177,147,100,,PVC,2320,3201,RECYCLEDB,78.645987,,326,2005-06-30,4,1
11520179,148,100,,PVC,3201,3202,RECYCLEDB,63.145604,,326,2005-06-30,4,1
11520193,149,100,,PVC,3202,27829,RECYCLEDB,106.249331,,326,2005-06-30,4,1
11520198,150,100,,PVC,27829,1930,RECYCLEDB,114.084301,,326,2005-06-30,4,1
13640406,605,100,,PE,20381,20382,RECYCLEDC,82.965387,,616,2009-03-17,4,1
13640410,606,100,,PE,20383,20384,RECYCLEDC,133.500399,,616,2009-03-17,4,1
13640412,607,100,,PE,20384,33077,RECYCLEDC,110.686418,,616,2009-03-17,4,1
13640414,608,100,,PE,33077,32708,RECYCLEDC,171.294963,,616,2009-03-17,4,1
13640416,609,100,,PE,32708,20385,RECYCLEDC,155.906241,,616,2009-03-17,4,1
13640418,610,100,,PE,20385,20386,RECYCLEDC,154.690028,,616,2009-03-17,4,1
13640420,611,100,,PE,20386,20387,RECYCLEDC,197.436186,,616,2009-03-17,4,1
13640422,612,100,,PE,20387,20388,RECYCLEDC,144.987943,,616,2009-03-17,4,1
13640426,614,100,,PE,20389,20390,RECYCLEDC,39.725397,,616,2009-03-17,4,1
13637694,615,100,,PVC,10450,32709,POTABLE,99.808332,,533,2008-12-12,4,1
13637696,616,63,,PE,32709,20391,POTABLE,57.332724,,533,2008-12-12,5,1
13641268,617,150,,AC,9461,20392,POTABLE,0.610989,,326,1966-01-01,4,1
13641458,618,300,,CICL,29272,20393,POTABLE,42.605531,,326,1978-01-01,2,1
11055828,620,100,,PVC,2103,2112,RECYCLEDB,2.573244,,326,2002-01-01,4,1
11055830,621,100,,PVC,2112,236,RECYCLEDB,163.277251,,326,2002-01-01,4,1
11055834,622,100,,PVC,2950,33211,RECYCLEDB,173.903427,,326,2002-01-01,4,1
13639148,995,100,,CU,22426,22427,POTABLE,2.171354,,326,1980-01-01,4,1
13639184,996,150,,AC,34134,22428,POTABLE,69.455623,,326,1966-01-01,4,1
13639191,1000,150,,AC,22429,24642,POTABLE,3.493688,,326,1966-01-01,4,1
13639192,1001,150,,AC,22429,22430,POTABLE,3.282619,,326,1967-01-01,4,1
13639665,1002,150,,AC,29013,22431,POTABLE,1.0,-MASTER,326,1984-01-01,4,1
13639668,1003,150,,AC,15134,22432,POTABLE,90.505544,,326,1901-01-01,4,1
13639787,1005,150,,AC,20392,20191,POTABLE,1.475504,,326,1977-01-01,4,1
10228327,1007,50,,CU,26283,29259,POTABLE,57.587103,,326,1984-01-01,5,1
11000142,1008,50,,CU,12602,29258,POTABLE,50.739255,,326,1984-01-01,5,1
